   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  乌鲁木齐,         -,     18:06,         -,         -,         -,         -,               -,              -
  2,乌鲁木齐南,     18:22,     18:34,      12分,        16,         0,       8/-,        54/57/61,          78/88
  3,  吐鲁番北,     19:47,     19:50,      03分,       101,         0,    23.5/-,      69.5/73/79,      105.5/119
  4,    鄯善北,     20:34,     20:37,      03分,       148,         0,    40.5/-,      86.5/90/98,      129.5/146
  5,      吐哈,     20:56,     20:59,      03分,       170,         0,    43.5/-,     89.5/93/101,      135.5/153
  6,      哈密,     22:42,     22:54,      12分,       276,         0,      75/-,     133/139/151,        205/231
  7,      柳园,     01:43,     01:51,      08分,       457,         0,     112/-,     194/202/219,        301/339
  8,    嘉峪关,     04:35,     04:53,      18分,       629,         0,   141.5/-,   244.5/254/276,      381.5/430
  9,    张掖西,     06:35,     06:40,      05分,       749,         0,   168.5/-,   288.5/300/326,      450.5/508
 10,      西宁,     08:54,     09:00,      06分,       888,         0,     198/-,     337/350/381,        530/597
 11,      兰州,     10:39,     10:56,      17分,       993,         0,     213/-,     363/377/410,        572/645
 12,      天水,     14:58,     15:04,      06分,      1252,         0,     243/-,     414/430/468,        654/737
 13,      宝鸡,     17:41,     17:51,      10分,      1415,         0,   254.5/-,   434.5/452/491,      687.5/775
 14,      西安,     19:21,     19:33,      12分,      1515,         0,   268.5/-,   455.5/473/514,      718.5/810
 15,      郑州,     01:29,     01:37,      08分,      1883,         0,   302.5/-,   513.5/534/580,      814.5/918
 16,      砀山,     03:42,     03:45,      03分,      2016,         0,     328/-,     554/576/626,        879/990
 17,      徐州,     04:29,     04:47,      18分,      2063,         0,     335/-,     566/588/639,       896/1010
 18,    枣庄西,     05:31,     05:35,      04分,      2125,         0,     341/-,     576/598/650,       911/1026
 19,      兖州,     06:38,     06:41,      03分,      2192,         0,     348/-,     586/609/662,       927/1044
 20,      泰山,     07:33,     07:38,      05分,      2247,         0,       0/-,           0/0/0,            0/0
 21,      济南,     08:36,     08:36,      00分,      2310,         0,     360/-,     606/630/684,       961/1083
