   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   广州东,         -,     23:05,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,    韶关东,     01:33,     01:37,      04分,       148,         0,    37.5/-,      83.5/87/95,      120.5/136
  3,      郴州,     03:13,     03:16,      03分,       248,         0,    54.5/-,   100.5/105/114,      195.5/221
  4,      衡阳,     04:56,     04:59,      03分,       351,         0,      75/-,     133/138/142,        255/288
  5,      株洲,     06:20,     06:23,      03分,       435,         0,      91/-,     158/165/169,        301/339
  6,      长沙,     07:00,     07:10,      10分,       475,         0,      98/-,     171/178/193,        307/346
  7,      岳阳,     08:29,     08:33,      04分,       564,         0,     115/-,     200/208/226,        357/403
  8,      咸宁,     09:55,     09:58,      03分,       650,         0,   128.5/-,   222.5/231/252,      402.5/454
  9,      武昌,     10:45,     10:51,      06分,       700,         0,   138.5/-,   238.5/248/270,      425.5/480
 10,      广水,     12:22,     12:25,      03分,       797,         0,   152.5/-,   261.5/272/296,      475.5/536
 11,      信阳,     13:06,     13:09,      03分,       841,         0,   163.5/-,   280.5/292/317,      500.5/564
 12,    驻马店,     13:59,     14:02,      03分,       894,         0,   173.5/-,   296.5/308/335,      524.5/591
 13,      漯河,     14:50,     14:53,      03分,       945,         0,   177.5/-,   304.5/317/344,      550.5/620
 14,      许昌,     15:30,     15:33,      03分,       985,         0,   180.5/-,   310.5/322/351,      561.5/633
 15,      郑州,     16:19,     16:36,      17分,      1034,         0,     192/-,     328/339/351,        574/647
 16,      开封,     17:16,     17:19,      03分,      1091,         0,     198/-,     337/350/381,        602/678
 17,      商丘,     18:33,     18:37,      04分,      1168,         0,     206/-,     353/365/399,       628/704
 18,      徐州,     19:58,     20:14,      16分,      1253,         0,     224/-,     381/396/430,        667/752
 19,    枣庄西,     21:08,     21:10,      02分,      1323,         0,     229/-,     389/404/439,        682/769
 20,      滕州,     21:32,     21:35,      03分,      1347,         0,     229/-,     389/404/439,        694/782
 21,      邹城,     21:59,     22:11,      12分,      1374,         0,     236/-,     399/415/451,        708/798
 22,      兖州,     22:23,     22:27,      04分,      1398,         0,     236/-,     399/416/451,       708/798
 23,      泰山,     00:14,     00:18,      04分,      1509,         0,       0/-,           0/0/0,            0/0
 24,      济南,     01:16,     01:40,      24分,      1571,         0,     251/-,     426/441/456,        750/845
 25,      淄博,     02:44,     02:47,      03分,      1659,         0,   254.5/-,   434.5/452/491,      764.5/861
 26,   青州市,     03:13,     03:16,      03分,      1688,         0,   263.5/-,   446.5/463/503,     780.5/879
 27,      潍坊,     03:44,     03:48,      04分,      1719,         0,   268.5/-,   455.5/473/514,      791.5/892
 28,      青岛,     05:22,     05:22,      00分,      1817,         0,   278.5/-,   471.5/490/532,      839.5/946
