   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   重庆北,         -,     15:40,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   南充北,     17:21,     17:25,       4分,        99,       165,       -/-,     680/699/720,         335/-
  3,      广元,     19:20,     19:44,      24分,       218,       353,       -/-,     681/700/721,         336/-
  4,      宝鸡,     03:05,     03:30,      25分,       683,       703,       -/-,     682/701/722,         337/-
  5,      兰州,     08:58,     09:13,      15分,      1036,      1206,       -/-,     683/702/723,         338/-
  6,      西宁,     11:54,     12:14,      20分,      1212,      1422,       -/-,     684/703/724,         339/-
  7,   德令哈,     16:39,     16:41,       2分,      1497,      1943,       -/-,           -/-/-,           -/-
  8,   格尔木,     19:29,     19:54,      25分,      1667,      2252,       -/-,           -/-/-,           -/-
  9,      那曲,     05:52,     05:58,       6分,      2290,      3072,       -/-,           -/-/-,           -/-
 10,      拉萨,     09:55,         -,           ,      2535,      3394,       -/-,     685/704/725,         340/-
