   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西安,         -,     21:35,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      渭南,     22:13,     22:15,       2分,        38,        56,       -/-,        57/62/65,           -/-
  3,      华山,     23:08,     23:10,       2分,        93,       123,       -/-,  65.5/70.5/73.5,        19.5/-
  4,      郑州,     03:40,     03:47,       7分,       365,       511,       -/-,     129/132/136,          72/-
  5,      商丘,     05:22,     05:25,       3分,       467,       714,       -/-,     171/176/182,          98/-
  6,      徐州,     06:44,     06:56,      12分,       549,       860,       -/-,     194/200/208,         112/-
  7,      蚌埠,     08:16,     08:32,      16分,       641,      1024,       -/-,232.5/240.5/247.5,       135.5/-
  8,      南京,     10:04,     10:10,       6分,       749,      1208,       -/-,261.5/270.5/279.5,           -/-
  9,      常州,     11:12,     11:15,       3分,       817,      1344,       -/-,280.5/289.5/299.5,       163.5/-
 10,      无锡,     11:36,     11:39,       3分,       841,      1383,       -/-,288.5/298.5/307.5,       168.5/-
 11,      苏州,     12:01,     12:05,       4分,       866,      1425,       -/-,296.5/306.5/317.5,       173.5/-
 12,      上海,     12:55,         -,           ,       920,      1509,       -/-,310.5/321.5/331.5,       180.5/-
