   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      拉萨,         -,     12:45,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      那曲,     16:07,     16:13,       6分,       202,       322,       -/-,           -/-/-,           -/-
  3,   格尔木,     02:41,     03:05,      24分,       836,      1142,       -/-,           -/-/-,           -/-
  4,      西宁,     10:20,     10:40,      20分,      1295,      1972,       -/-,           -/-/-,           -/-
  5,      兰州,     12:25,     13:40,      75分,      1420,      2188,       -/-,           -/-/-,           -/-
  6,      西安,     21:49,     22:03,      14分,      1984,      2864,       -/-,     865/892/919,         447/-
  7,      郑州,     04:01,     04:07,       6分,      2356,      3375,       -/-,           -/-/-,           -/-
  8,      武昌,     08:37,     08:52,      15分,      2632,      3911,       -/-,     866/893/920,         448/-
  9,      长沙,     12:07,     12:13,       6分,      2842,      4273,       -/-,     867/894/921,         449/-
 10,      郴州,     15:42,     15:46,       4分,      3057,      4606,       -/-,           -/-/-,           -/-
 11,      广州,     19:50,         -,           ,      3305,      4980,       -/-,     868/952/995,         523/-
