   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    重庆北,         -,     10:38,         -,         -,         -,         -,               -,              -
  2,      广安,     11:55,     12:01,      06分,        77,         0,    21.5/-,      67.5/71/77,      102.5/116
  3,      渠县,     12:28,     12:33,      05分,       110,         0,    24.5/-,      70.5/74/80,      108.5/123
  4,      达州,     13:27,     13:35,      08分,       169,         0,    40.5/-,      86.5/90/98,      129.5/146
  5,      万源,     15:06,     15:08,      02分,       268,         0,    53.5/-,    99.5/104/113,      152.5/172
  6,      安康,     16:33,     16:40,      07分,       355,         0,      72/-,     129/134/146,        197/222
  7,      十堰,     19:20,     19:25,      05分,       522,         0,      98/-,     171/178/193,        263/297
  8,      襄阳,     21:35,     21:54,      19分,       657,         0,     115/-,     200/208/226,        312/352
  9,      郑州,     04:10,     04:31,      21分,      1052,         0,   168.5/-,   288.5/300/326,      450.5/508
 10,      邢台,     07:17,     07:22,      05分,      1239,         0,     198/-,     337/350/381,        530/597
 11,    石家庄,     08:25,     08:31,      06分,      1307,         0,     206/-,     353/367/399,        556/627
 12,    北京西,     11:12,     11:12,      00分,      1474,         0,     229/-,     389/404/439,        613/691
