   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      大连,         -,     16:14,         -,         -,         -,         -,               -,              -
  2,      金州,     16:39,     16:42,      03分,        25,         0,       9/-,        55/58/63,        81.5/92
  3,    普兰店,     17:14,     17:17,      03分,        60,         0,    12.5/-,      58.5/61/66,       89.5/101
  4,    瓦房店,     17:36,     17:40,      04分,        82,         0,    16.5/-,      62.5/65/71,       96.5/109
  5,      鞍山,     19:47,     19:51,      04分,       213,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      沈阳,     20:54,     21:02,      08分,       280,         0,    54.5/-,   100.5/105/114,      155.5/176
  7,      四平,     22:43,     22:45,      02分,       389,         0,      81/-,     144/150/163,        222/251
  8,      长春,     23:48,     23:56,      08分,       454,         0,      93/-,     163/170/184,        251/283
  9,    哈尔滨,     02:07,     02:38,      31分,       593,         0,     124/-,     215/224/243,        336/379
 10,      尚志,     04:08,     04:11,      03分,       714,         0,   138.5/-,   238.5/248/270,      372.5/420
 11,    亚布力,     04:58,     05:00,      02分,       764,         0,   148.5/-,   254.5/265/288,      398.5/449
 12,      山市,     06:21,     06:26,      05分,       847,         0,   152.5/-,   261.5/272/296,      409.5/462
 13,    牡丹江,     07:22,     07:22,      00分,       908,         0,   163.5/-,   280.5/292/317,      438.5/494
