   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  乌鲁木齐,         -,     14:02,         -,         -,         -,         -,               -,              -
  2,乌鲁木齐南,     14:17,     14:41,      24分,        15,         0,       8/-,        54/57/61,          78/88
  3,    吐鲁番,     16:09,     16:15,      06分,       127,         0,    23.5/-,      69.5/73/79,      104.5/118
  4,      鄯善,     17:32,     17:38,      06分,       210,         0,    43.5/-,     89.5/93/101,      135.5/153
  5,      哈密,     19:55,     20:05,      10分,       353,         0,      78/-,     139/145/157,        214/242
  6,      柳园,     23:02,     23:08,      06分,       540,         0,     115/-,     200/208/226,        312/352
  7,      玉门,     00:42,     00:46,      04分,       640,         0,   135.5/-,   232.5/242/263,      360.5/406
  8,    嘉峪关,     02:08,     02:18,      10分,       726,         0,   148.5/-,   254.5/265/288,      398.5/449
  9,      酒泉,     02:37,     02:41,      04分,       755,         0,   148.5/-,   254.5/265/288,      398.5/449
 10,      清水,     03:14,     03:17,      03分,       792,         0,   156.5/-,   268.5/279/303,      422.5/476
 11,      张掖,     04:33,     04:39,      06分,       871,         0,   168.5/-,   288.5/300/326,      450.5/508
 12,      金昌,     06:16,     06:20,      04分,       974,         0,   189.5/-,   322.5/335/364,      504.5/569
 13,      武威,     07:05,     07:11,      06分,      1023,         0,     192/-,     328/341/371,        515/580
 14,    武威南,     07:26,     07:28,      02分,      1044,         0,     192/-,     328/341/371,        515/580
 15,    兰州西,     10:10,     10:12,      02分,      1208,         0,     217/-,     370/385/418,        585/659
 16,      兰州,     10:24,     10:24,      00分,      1222,         0,     217/-,     370/385/418,        585/659
