   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      南宁,         -,     14:55,         -,         -,         -,         -,               -,              -
  2,    南宁东,     15:09,     15:14,      05分,        14,         0,       8/-,        54/57/61,          78/88
  3,      柳州,     17:19,     17:30,      11分,       144,         0,    32.5/-,      78.5/82/89,      118.5/134
  4,    桂林北,     19:31,     19:39,      08分,       276,         0,    53.5/-,    99.5/104/113,      152.5/172
  5,    兴安北,     20:12,     20:15,      03分,       317,         0,    64.5/-,   115.5/120/131,      175.5/198
  6,    全州南,     20:50,     20:54,      04分,       355,         0,      69/-,     123/128/139,        186/210
  7,    东安东,     21:33,     21:37,      04分,       398,         0,      75/-,     133/139/151,        205/231
  8,      永州,     22:00,     22:06,      06分,       425,         0,      78/-,     139/145/157,        214/242
  9,      祁阳,     22:27,     22:29,      02分,       452,         0,      81/-,     144/150/163,        222/251
 10,      衡阳,     23:34,     23:58,      24分,       519,         0,      98/-,     171/178/193,        263/297
 11,      安仁,     00:58,     01:03,      05分,      -837,         0,     105/-,     184/191/208,        285/321
 12,    井冈山,     02:25,     02:33,      08分,       690,         0,     119/-,     207/215/234,        324/365
 13,      鹰潭,     06:57,     07:12,      15分,       962,         0,       0/-,           0/0/0,            0/0
 14,      上饶,     08:20,     08:26,      06分,      -395,         0,   177.5/-,   304.5/317/344,      476.5/537
 15,      金华,     10:32,     10:38,      06分,      1177,         0,     192/-,     328/341/371,        515/580
 16,      义乌,     11:12,     11:15,      03分,      1217,         0,     198/-,     337/350/381,        530/597
 17,    杭州东,     12:43,     12:49,      06分,      1308,         0,     213/-,     363/377/410,        572/645
 18,      海宁,     13:24,     13:27,      03分,      1349,         0,     213/-,     363/377/410,        572/645
 19,      嘉兴,     13:48,     13:51,      03分,      1373,         0,     217/-,     370/385/418,        585/659
 20,    上海南,     15:08,     15:08,      00分,      1453,         0,     224/-,     381/396/430,        598/674
