   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    上海南,         -,     10:50,         -,         -,         -,         -,               -,              -
  2,      嘉兴,     11:32,     11:35,      03分,        42,         0,       0/-,           0/0/0,            0/0
  3,      海宁,     11:55,     11:58,      03分,        65,         0,       0/-,           0/0/0,            0/0
  4,    杭州东,     12:40,     12:46,      06分,       110,         0,    24.5/-,      70.5/74/80,      108.5/123
  5,      义乌,     13:49,     13:52,      03分,       179,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      金华,     14:30,     14:36,      06分,       220,         0,    51.5/-,    97.5/102/110,      149.5/169
  7,      上饶,     16:39,     16:44,      05分,       349,         0,      78/-,     139/145/157,        214/242
  8,      鹰潭,     17:44,     18:03,      19分,       414,         0,       0/-,           0/0/0,            0/0
  9,      吉安,     20:53,     20:59,      06分,       603,         0,   128.5/-,   222.5/231/252,      348.5/393
 10,      赣州,     23:04,     23:25,      21分,       734,         0,   148.5/-,   254.5/265/288,      398.5/449
 11,    韶关东,     02:41,     02:47,      06分,       951,         0,   168.5/-,   288.5/300/326,      450.5/508
 12,      广州,     05:30,     05:30,      00分,      1120,         0,   189.5/-,322.5/333.5/343.5,    560.5/584.5
