   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      福州,         -,     11:51,         -,         -,         -,         -,               -,              -
  2,    三明北,     13:30,     13:36,      06分,        99,         0,    29.5/-,      75.5/79/86,      115.5/131
  3,      泰宁,     14:23,     14:37,      14分,       152,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      抚州,     15:56,     16:17,      21分,       245,         0,    64.5/-,   115.5/120/131,      175.5/198
  5,    南昌西,     17:11,     17:31,      20分,       320,         0,      75/-,     133/139/151,        205/231
  6,      庐山,     18:33,     18:37,      04分,       402,         0,       0/-,           0/0/0,            0/0
  7,      黄石,     20:11,     20:45,      34分,       500,         0,     105/-,     184/191/208,        285/321
  8,      鄂州,     21:04,     21:18,      14分,       553,         0,     112/-,     194/202/219,        301/339
  9,      武昌,     23:09,     23:30,      21分,       678,         0,     119/-,     207/215/234,        324/365
 10,      信阳,     02:03,     02:17,      14分,       852,         0,   141.5/-,   244.5/254/276,      381.5/430
 11,      南阳,     04:54,     05:18,      24分,      1023,         0,   163.5/-,   280.5/292/317,      438.5/494
 12,      西峡,     06:47,     06:51,      04分,      1136,         0,   177.5/-,   304.5/317/344,      476.5/537
 13,      商洛,     09:05,     09:07,      02分,      1274,         0,     192/-,     328/341/371,        515/580
 14,      西安,     11:43,     12:06,      23分,      1432,         0,     206/-,     353/367/399,        556/627
 15,      宝鸡,     13:51,     13:58,      07分,      1560,         0,     224/-,     381/396/430,        598/674
 16,      天水,     15:41,     15:55,      14分,      1670,         0,     236/-,     399/415/451,        629/709
 17,      甘谷,     16:37,     16:40,      03分,      1726,         0,     240/-,     408/424/461,        640/721
 18,      陇西,     17:25,     17:29,      04分,      1774,         0,     251/-,     426/443/481,        673/758
 19,      定西,     18:23,     18:27,      04分,      1832,         0,   254.5/-,   434.5/452/491,      687.5/775
 20,      兰州,     20:06,     20:23,      17分,      1935,         0,   263.5/-,   446.5/464/504,      704.5/794
 21,      武威,     23:39,     23:45,      06分,      2148,         0,   290.5/-,   491.5/511/555,      775.5/874
 22,      金昌,     00:22,     00:27,      05分,      2191,         0,   293.5/-,   497.5/517/562,      786.5/886
 23,      张掖,     02:10,     02:18,      08分,      2299,         0,   302.5/-,   513.5/534/580,      814.5/918
 24,      酒泉,     04:08,     04:13,      05分,      2417,         0,     323/-,     546/567/616,        863/972
 25,    嘉峪关,     04:32,     04:40,      08分,      2441,         0,     323/-,     546/567/616,        863/972
 26,      柳园,     07:58,     08:10,      12分,      2647,         0,     348/-,     586/609/662,       927/1044
 27,      哈密,     11:27,     12:02,      35分,      2856,         0,     365/-,     615/639/694,       976/1100
 28,      鄯善,     14:20,     14:26,      06分,      3029,         0,   385.5/-,   649.5/675/733,    1029.5/1160
 29,    吐鲁番,     15:43,     15:50,      07分,      3112,         0,   397.5/-,   670.5/696/757,    1062.5/1197
 30,乌鲁木齐南,     17:17,     17:39,      22分,      3206,         0,   402.5/-,   679.5/706/767,    1079.5/1216
 31,  乌鲁木齐,     17:54,     17:54,      00分,      3243,         0,   402.5/-,   679.5/706/767,    1079.5/1216
