   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     13:05,         -,         -,         -,         -,               -,              -
  2,      保定,     14:25,     14:29,      04分,        80,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,  石家庄北,     15:55,     16:01,      06分,       170,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      太原,     18:19,     18:29,      10分,       314,         0,       0/-,           0/0/0,            0/0
  5,      交城,     19:15,     19:17,      02分,       370,         0,      81/-,     144/150/163,        222/251
  6,      文水,     19:28,     19:30,      02分,       383,         0,      81/-,     144/150/163,        222/251
  7,      汾阳,     19:44,     19:46,      02分,       399,         0,      86/-,     152/158/172,        233/263
  8,      吕梁,     20:27,     20:31,      04分,       442,         0,      93/-,     163/170/184,        251/283
  9,      绥德,     21:23,     21:28,      05分,       498,         0,     105/-,     184/191/208,        285/321
 10,      靖边,     22:43,     22:51,      08分,       578,         0,     119/-,     207/215/234,        324/365
 11,      定边,     23:56,     00:05,      09分,       651,         0,   135.5/-,   232.5/242/263,      360.5/406
 12,      中卫,     02:21,     02:42,      21分,       796,         0,   156.5/-,   268.5/279/303,      422.5/476
 13,    白银西,     06:03,     06:06,      03分,      1018,         0,   177.5/-,   304.5/317/344,      476.5/537
 14,      兰州,     07:45,     08:03,      18分,      1120,         0,   189.5/-,   322.5/335/364,      504.5/569
 15,    海石湾,     09:27,     09:31,      04分,      1222,         0,     198/-,     337/350/381,        530/597
 16,      西宁,     10:43,     10:43,      00分,      1298,         0,     206/-,     353/367/399,        556/627
