   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   哈尔滨,         -,     06:59,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,哈尔滨西,     07:10,     07:29,      19分,        11,         7,       -/-,        54/60/63,           8/-
  3,   双城堡,     07:56,     07:59,       3分,        57,        51,       -/-,        57/62/65,          11/-
  4,      扶余,     08:37,     08:39,       2分,        98,       125,       -/-,  62.5/67.5/70.5,        16.5/-
  5,      长春,     10:08,     10:29,      21分,       189,       246,       -/-,  86.5/91.5/94.5,        40.5/-
  6,      四平,     11:33,     11:36,       3分,       274,       361,       -/-,99.5/104.5/107.5,        53.5/-
  7,      铁岭,     12:45,     12:47,       2分,       346,       479,       -/-,     123/126/130,          69/-
  8,      沈阳,     13:35,     13:45,      10分,       396,       549,       -/-,     133/138/142,          75/-
  9,      锦州,     16:07,     16:13,       6分,       548,       792,       -/-,     184/190/196,         105/-
 10,   山海关,     18:04,     18:13,       9分,       665,       957,       -/-,     215/223/230,         124/-
 11,   北戴河,     18:47,     19:08,      21分,       708,      1013,       -/-,222.5/230.5/237.5,       128.5/-
 12,      唐山,     20:25,     20:27,       2分,       806,      1135,       -/-,254.5/263.5/272.5,       148.5/-
 13,      天津,     21:38,     21:48,      10分,       879,      1276,       -/-,270.5/279.5/288.5,       156.5/-
 14,      任丘,     23:39,     23:48,       9分,      1000,      1418,       -/-,296.5/306.5/317.5,       173.5/-
 15,      聊城,     02:29,     02:32,       3分,      1170,      1697,       -/-,     337/349/361,         198/-
 16,      菏泽,     03:50,     03:53,       3分,      1251,      1853,       -/-,     363/375/388,         213/-
 17,   商丘南,     04:53,     04:55,       2分,      1314,      1958,       -/-,     370/383/397,         217/-
 18,      阜阳,     06:26,     06:47,      21分,      1407,      2126,       -/-,     399/414/428,         236/-
 19,      淮滨,     07:25,     07:28,       3分,      1466,      2187,       -/-,     408/421/436,         240/-
 20,      潢川,     07:57,     08:02,       5分,      1498,      2242,       -/-,     414/429/444,         243/-
 21,      新县,     08:36,     08:48,      12分,      1537,      2302,       -/-,     426/441/456,         251/-
 22,      麻城,     09:24,     09:39,      15分,      1585,      2362,       -/-,434.5/449.5/464.5,       254.5/-
 23,      汉口,     10:53,         -,           ,      1674,      2467,       -/-,446.5/462.5/477.5,       263.5/-
