   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      杭州,         -,     10:23,         -,         -,         -,         -,               -,              -
  2,      海宁,     10:59,     11:02,      03分,        36,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,      嘉兴,     11:22,     11:25,      03分,        59,         0,    15.5/-,      61.5/64/70,       92.5/105
  4,      昆山,     12:44,     12:47,      03分,       141,         0,    32.5/-,      78.5/82/89,      118.5/134
  5,      苏州,     13:08,     13:12,      04分,       165,         0,    40.5/-,      86.5/90/98,      129.5/146
  6,      常州,     14:04,     14:08,      04分,       221,         0,    50.5/-,    96.5/101/109,      146.5/165
  7,      南京,     15:24,     15:40,      16分,       301,         0,      69/-,     123/128/139,        186/210
  8,      蚌埠,     17:35,     17:51,      16分,       432,         0,      91/-,     158/165/179,        243/274
  9,      徐州,     19:23,     19:34,      11分,       540,         0,     105/-,     184/191/208,        285/321
 10,      开封,     22:09,     22:12,      03分,       706,         0,   138.5/-,   238.5/248/270,      372.5/420
 11,      郑州,     22:54,     23:02,      08分,       751,         0,   148.5/-,   254.5/265/288,      398.5/449
 12,      洛阳,     00:31,     00:35,      04分,       848,         0,   156.5/-,   268.5/279/303,      422.5/476
 13,      西安,     05:09,     05:19,      10分,      1126,         0,     198/-,     337/350/381,        530/597
 14,      宝鸡,     07:00,     07:06,      06分,      1237,         0,     213/-,     363/377/410,        572/645
 15,      天水,     08:42,     08:51,      09分,      1339,         0,     224/-,     381/396/430,        598/674
 16,      陇西,     10:13,     10:28,      15分,      1430,         0,     240/-,     408/424/461,        640/721
 17,      兰州,     12:58,     12:58,      00分,      1595,         0,   254.5/-,   434.5/452/491,      687.5/775
