   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      南昌,         -,     18:50,         -,         -,         -,         -,               -,              -
  2,      瑞昌,     21:06,     21:10,      04分,       136,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,      阳新,     22:00,     22:02,      02分,       190,         0,    32.5/-,      78.5/82/89,      118.5/134
  4,      黄石,     22:29,     22:31,      02分,       219,         0,    40.5/-,      86.5/90/98,      129.5/146
  5,      鄂州,     22:46,     22:48,      02分,       236,         0,    41.5/-,      87.5/91/99,      132.5/150
  6,      武昌,     23:44,     00:04,      20分,       294,         0,    51.5/-,  97.5/102/105.5,      149.5/169
  7,      信阳,     02:25,     02:28,      03分,       455,         0,      81/-,     144/150/163,        222/251
  8,      漯河,     03:58,     04:01,      03分,       548,         0,     102/-,     178/185/201,        274/309
  9,      郑州,     05:22,     05:32,      10分,       632,         0,     115/-,     200/208/226,        312/352
 10,      安阳,     07:19,     07:23,      04分,       749,         0,   138.5/-,   238.5/248/270,      372.5/420
 11,      邯郸,     07:56,     08:00,      04分,       786,         0,   141.5/-,   244.5/254/276,      381.5/430
 12,      邢台,     08:28,     08:38,      10分,       818,         0,   148.5/-,   254.5/265/288,      398.5/449
 13,    石家庄,     09:41,     09:49,      08分,       891,         0,   156.5/-,   268.5/279/303,      422.5/476
 14,      定州,     10:31,     10:35,      04分,       941,         0,   168.5/-,   288.5/300/326,      450.5/508
 15,      保定,     11:12,     11:18,      06分,       982,         0,   173.5/-,   296.5/308/335,      464.5/524
 16,      涿州,     12:08,     12:12,      04分,      1038,         0,   180.5/-,   310.5/323/351,      488.5/551
 17,    北京西,     13:05,     13:05,      00分,      1095,         0,   189.5/-,   322.5/335/364,      504.5/569
