   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     14:55,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,    韶关东,     17:11,     17:17,      06分,       136,         0,    37.5/-,      83.5/87/95,      120.5/136
  3,    丹霞山,     17:44,     17:49,      05分,       169,         0,    40.5/-,      86.5/90/98,      147.5/167
  4,      南雄,     18:31,     18:34,      03分,       216,         0,    46.5/-,     92.5/97/105,      158.5/179
  5,      大余,     19:02,     19:05,      03分,       247,         0,    51.5/-,    97.5/102/110,      183.5/207
  6,      赣州,     19:52,     20:09,      17分,       297,         0,    62.5/-,   110.5/115/125,      213.5/241
  7,      鹰潭,     00:57,     01:15,      18分,       602,         0,       0/-,           0/0/0,            0/0
  8,      金华,     05:14,     05:26,      12分,       859,         0,   152.5/-,   261.5/272/296,      458.5/517
  9,      义乌,     06:00,     06:03,      03分,       905,         0,   156.5/-,   268.5/279/303,      482.5/544
 10,      诸暨,     06:28,     06:31,      03分,       933,         0,   163.5/-,   280.5/292/317,      491.5/554
 11,    杭州东,     07:20,     07:26,      06分,       985,         0,   173.5/-,296.5/306.5/317.5,      519.5/586
 12,      海宁,     08:11,     08:14,      03分,      1036,         0,   177.5/-,   304.5/317/344,      532.5/600
 13,      嘉兴,     08:32,     08:35,      03分,      1057,         0,   180.5/-, 310.5/321.5/350,     532.5/600
 14,    上海南,     09:41,     09:41,      00分,      1126,         0,   189.5/-,   322.5/335/364,      560.5/632
