   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     16:40,         -,         -,         -,         -,               -,              -
  2,      保定,     18:00,     18:04,      04分,        80,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,  石家庄北,     19:30,     20:03,      33分,       170,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,    阳泉北,     21:14,     21:16,      02分,       274,         0,    54.5/-,   100.5/105/114,      155.5/176
  5,      太原,     22:07,     22:15,      08分,       327,         0,       0/-,           0/0/0,            0/0
  6,      吕梁,     23:54,     23:58,      04分,       434,         0,      93/-,     163/170/184,        251/283
  7,      延安,     03:01,     03:05,      04分,       621,         0,     124/-,     215/224/243,        336/379
  8,      西安,     06:21,     06:41,      20分,       821,         0,   156.5/-,   268.5/279/303,      422.5/476
  9,      宝鸡,     08:22,     08:42,      20分,       942,         0,   177.5/-,   304.5/317/344,      476.5/537
 10,      略阳,     12:55,     12:57,      02分,      1215,         0,     198/-,     337/350/381,        530/597
 11,      广元,     15:37,     15:45,      08分,      1377,         0,     206/-,     353/367/399,        556/627
 12,      绵阳,     19:04,     19:08,      04分,      1584,         0,     224/-,     381/396/430,        598/674
 13,      成都,     20:36,     20:36,      00分,      1676,         0,     236/-,     399/415/451,        629/709
