   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      北京,         -,     16:55,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,    玉田县,     18:03,     18:14,      11分,        68,         0,    18.5/-,      64.5/67/73,       97.5/110
  3,    唐山北,     18:37,     18:40,      03分,       102,         0,    23.5/-,      69.5/73/79,      105.5/119
  4,    秦皇岛,     20:14,     20:17,      03分,       199,         0,    43.5/-,     89.5/93/101,      135.5/153
  5,    沈阳北,     01:01,     01:07,      06分,       486,         0,      98/-,     171/178/193,        263/297
  6,    哈尔滨,     06:04,     06:17,      13分,       789,         0,   152.5/-,   261.5/272/296,      409.5/462
  7,      阿城,     06:47,     06:49,      02分,      -608,         0,   156.5/-,   268.5/279/303,      422.5/476
  8,      尚志,     07:53,     08:04,      11分,       898,         0,   168.5/-,   288.5/300/326,      450.5/508
  9,    亚布力,     08:51,     08:53,      02分,       956,         0,   177.5/-,   304.5/317/344,      476.5/537
 10,      海林,     10:41,     10:43,      02分,      1066,         0,   189.5/-,   322.5/335/364,      504.5/569
 11,   牡丹江,     11:11,     11:11,      00分,      1096,         0,     192/-,   328/339/369.5,     515/579.5
