   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,乌鲁木齐,         -,     13:06,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,乌鲁木齐南,     13:21,     13:41,      20分,        15,         9,       -/-,        54/59/62,           8/-
  3,   吐鲁番,     15:09,     15:15,       6分,       123,       143,       -/-,  69.5/74.5/77.5,        23.5/-
  4,      鄯善,     16:32,     16:38,       6分,       206,       283,       -/-,  89.5/94.5/97.5,        43.5/-
  5,      哈密,     18:55,     19:04,       9分,       349,       553,       -/-,159.5/164.5/167.5,       113.5/-
  6,      柳园,     21:59,     22:05,       6分,       428,       825,       -/-,     200/206/214,         115/-
  7,   嘉峪关,     01:04,     01:12,       8分,       613,      1122,       -/-,254.5/263.5/272.5,       148.5/-
  8,      酒泉,     01:31,     01:35,       4分,       640,      1144,       -/-,254.5/263.5/272.5,       148.5/-
  9,      张掖,     03:23,     03:30,       7分,       752,      1345,       -/-,288.5/298.5/307.5,       168.5/-
 10,      金昌,     05:07,     05:12,       5分,       856,      1515,       -/-,322.5/333.5/343.5,       189.5/-
 11,      武威,     06:00,     06:07,       7分,       997,      1589,       -/-,     328/339/351,         192/-
 12,      兰州,     09:08,     09:23,      15分,      1185,      1892,       -/-,     370/383/397,         217/-
 13,      定西,     10:43,     10:46,       3分,      1280,      2010,       -/-,     389/403/416,         229/-
 14,      陇西,     11:38,     11:41,       3分,      1335,      2094,       -/-,     408/421/436,         240/-
 15,      甘谷,     12:30,     12:32,       2分,      1387,      2173,       -/-,     414/429/444,         243/-
 16,      天水,     13:42,     13:48,       6分,      1459,      2240,       -/-,     426/441/456,         251/-
 17,      宝鸡,     16:21,     16:27,       6分,      1618,      2395,       -/-,446.5/462.5/477.5,       263.5/-
 18,      杨陵,     17:19,     17:21,       2分,      1676,      2535,       -/-,455.5/472.5/487.5,       268.5/-
 19,      兴平,     17:44,     17:46,       2分,      1701,      2574,       -/-,463.5/480.5/496.5,       273.5/-
 20,      咸阳,     18:01,     18:04,       3分,      1718,      2545,       -/-,463.5/480.5/496.5,       273.5/-
 21,      西安,     18:27,     18:47,      20分,      1744,      2568,       -/-,471.5/488.5/506.5,       278.5/-
 22,      商洛,     21:11,     21:17,       6分,      1908,      2718,       -/-,491.5/507.5/525.5,       290.5/-
 23,      丹凤,     21:51,     21:57,       6分,      1948,      4448,       -/-,497.5/515.5/533.5,       293.5/-
 24,      商南,     22:51,     22:54,       3分,      2008,      2897,       -/-,497.5/515.5/533.5,       293.5/-
 25,      镇平,     00:36,     00:39,       3分,      2113,      3041,       -/-,513.5/531.5/549.5,       302.5/-
 26,      南阳,     01:19,     01:49,      30分,      2156,      3072,       -/-,529.5/547.5/566.5,       313.5/-
 27,      信阳,     04:24,     04:39,      15分,      2341,      3381,       -/-,     546/566/585,         323/-
 28,      武昌,     07:02,     07:29,      27分,      2499,      3529,       -/-,     576/596/617,         341/-
 29,      鄂州,     08:26,     08:36,      10分,      2583,      3607,       -/-,     586/607/628,         348/-
 30,      黄石,     08:51,     08:57,       6分,      2608,      3634,       -/-,     586/607/628,         348/-
 31,      庐山,     10:18,     10:24,       6分,      2695,      3768,       -/-,     606/628/649,         360/-
 32,   南昌西,     12:14,     12:23,       9分,      2811,      3891,       -/-,     615/638/660,         365/-
 33,      抚州,     13:17,     13:20,       3分,      2874,      3992,       -/-,635.5/658.5/680.5,       376.5/-
 34,      泰宁,     14:39,     14:54,      15分,      2956,      4151,       -/-,649.5/671.5/695.5,       385.5/-
 35,   三明北,     15:41,     15:47,       6分,      3018,      4243,       -/-,659.5/683.5/706.5,       391.5/-
 36,      福州,     18:05,         -,           ,      3179,      4427,       -/-,694.5/718.5/743.5,       412.5/-
