   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      恩施,         -,     16:07,         -,         -,         -,         -,               -,              -
  2,      建始,     16:35,     16:39,      04分,        28,         0,       9/-,        55/58/63,        81.5/92
  3,    宜昌东,     18:54,     19:24,      30分,       167,         0,    32.5/-,      78.5/82/89,      118.5/134
  4,      当阳,     20:05,     20:08,      03分,       238,         0,    41.5/-,      87.5/91/99,      132.5/150
  5,      荆门,     20:45,     20:49,      04分,       278,         0,    50.5/-,    96.5/101/109,      146.5/165
  6,      襄阳,     22:11,     22:41,      30分,       364,         0,    64.5/-,   115.5/120/131,      175.5/198
  7,  平顶山西,     02:02,     02:26,      24分,       595,         0,      93/-,     163/170/184,        251/283
  8,    平顶山,     02:56,     03:00,      04分,       649,         0,      93/-,     163/170/184,        251/283
  9,      漯河,     04:08,     04:28,      20分,       721,         0,     105/-,     184/191/208,        285/321
 10,      郑州,     06:25,     06:43,      18分,       858,         0,     124/-,     215/223/243,        336/379
 11,      新乡,     07:34,     07:37,      03分,       927,         0,   135.5/-,   232.5/242/263,      360.5/406
 12,      安阳,     08:34,     08:37,      03分,       987,         0,   141.5/-,   244.5/254/276,      381.5/430
 13,      邢台,     09:42,     09:45,      03分,      1055,         0,   152.5/-,   261.5/272/296,      409.5/462
 14,    石家庄,     10:48,     10:58,      10分,      1121,         0,   168.5/-,   288.5/300/326,      450.5/508
 15,      保定,     12:11,     12:28,      17分,      1204,         0,   177.5/-,   304.5/317/344,      476.5/537
 16,    北京西,     14:00,     14:00,      00分,      1313,         0,     192/-,     328/339/371,        515/580
