   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,乌鲁木齐南,         -,     08:22,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   吐鲁番,     10:18,     10:26,       8分,       116,       154,       -/-,      69.5/77/80,        23.5/-
  3,      鄯善,     11:45,     11:53,       8分,       203,       293,       -/-,  89.5/94.5/97.5,        43.5/-
  4,      哈密,     14:14,     14:39,      25分,       352,       556,       -/-,     139/144/148,          78/-
  5,      柳园,     18:09,     18:28,      19分,       587,       877,       -/-,     200/206/214,         115/-
  6,   嘉峪关,     21:20,     21:32,      12分,       778,      1174,       -/-,254.5/263.5/272.5,       148.5/-
  7,      张掖,     23:39,     23:45,       6分,       870,      1397,       -/-,288.5/298.5/307.5,       168.5/-
  8,      金昌,     01:22,     01:25,       3分,       973,      1567,       -/-,322.5/333.5/343.5,       189.5/-
  9,      武威,     02:10,     02:16,       6分,      1021,      1641,       -/-,     328/339/351,         192/-
 10,      中卫,     05:32,     05:47,      15分,      1270,      1898,       -/-,     363/375/388,         213/-
 11,   青铜峡,     07:00,     07:02,       2分,      1358,      1994,       -/-,     381/393/407,         224/-
 12,      银川,     08:17,     08:25,       8分,      1435,      2060,       -/-,     389/403/416,         229/-
 13,   石嘴山,     09:01,     09:03,       2分,      1479,      2115,       -/-,     399/414/428,         236/-
 14,      惠农,     09:41,     09:49,       8分,      1519,      2162,       -/-,     408/421/436,         240/-
 15,      乌海,     10:22,     10:24,       2分,      1513,      2210,       -/-,     414/426/444,         243/-
 16,      临河,     11:54,     12:00,       6分,      1652,      2353,       -/-,434.5/446.5/464.5,       254.5/-
 17,      包头,     14:12,     14:20,       8分,      1790,      2571,       -/-,463.5/480.5/496.5,       273.5/-
 18,呼和浩特东,     16:26,     17:16,      50分,      1924,      2744,       -/-,483.5/499.5/516.5,       285.5/-
 19,   集宁南,     18:39,     19:00,      21分,      2057,      2894,       -/-,497.5/515.5/533.5,       293.5/-
 20,      商都,     20:04,     20:06,       2分,      2142,      2978,       -/-,507.5/524.5/542.5,       299.5/-
 21,      化德,     20:47,     20:49,       2分,      2185,      3040,       -/-,513.5/531.5/549.5,       302.5/-
 22,正镶白旗,     22:07,     22:13,       6分,      2265,      3149,       -/-,     536/555/575,         317/-
 23,桑根达来,     23:22,     23:28,       6分,      2340,      3244,       -/-,     546/566/585,         323/-
 24,      经棚,     01:27,     01:30,       3分,      2509,      3409,       -/-,     566/585/606,         335/-
 25,      林西,     03:04,     03:07,       3分,      2606,      3491,       -/-,     576/596/617,         341/-
 26,      大板,     04:01,     04:15,      14分,      2619,      3533,       -/-,     576/596/617,         341/-
 27,      林东,     05:51,     05:53,       2分,      2729,      3625,       -/-,     595/616/637,         352/-
 28,   查布嘎,     06:43,     06:47,       4分,      2781,      3687,       -/-,     595/616/637,         352/-
 29,      开鲁,     08:21,     08:23,       2分,      2879,      3798,       -/-,     615/638/660,         365/-
 30,      通辽,     09:27,     09:45,      18分,      2898,      3891,       -/-,     627/649/672,         372/-
 31,   甘旗卡,     10:59,     11:02,       3分,      3037,      3967,       -/-,     627/649/672,         372/-
 32,      彰武,     11:48,     11:50,       2分,      3086,      4033,       -/-,635.5/658.5/680.5,       376.5/-
 33,   沈阳北,     13:57,     14:18,      21分,      3215,      4198,       -/-,659.5/683.5/706.5,       391.5/-
 34,      铁岭,     14:53,     14:55,       2分,      3271,      4265,       -/-,670.5/694.5/718.5,       397.5/-
 35,      昌图,     15:35,     15:37,       2分,      3313,      4330,       -/-,679.5/703.5/727.5,       402.5/-
 36,      四平,     16:16,     16:19,       3分,      3354,      4383,       -/-,679.5/703.5/727.5,       402.5/-
 37,   公主岭,     16:53,     16:55,       2分,      3391,      4436,       -/-,694.5/718.5/743.5,       412.5/-
 38,      长春,     17:39,         -,           ,      3437,      4498,       -/-,694.5/718.5/743.5,       412.5/-
