   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      郑州,         -,     18:43,         -,         -,         -,         -,               -,              -
  2,      开封,     19:27,     19:31,      04分,        44,         0,    12.5/-,      58.5/61/66,       89.5/101
  3,      兰考,     19:57,     20:00,      03分,        74,         0,    18.5/-,      64.5/67/73,       97.5/110
  4,      民权,     20:19,     20:23,      04分,        96,         0,    23.5/-,      69.5/73/79,      105.5/119
  5,    商丘南,     21:06,     21:11,      05分,       143,         0,    32.5/-,      78.5/82/89,      118.5/134
  6,      阜阳,     23:01,     23:16,      15分,       258,         0,    54.5/-,   100.5/105/114,      155.5/176
  7,      合肥,     02:12,     02:25,      13分,       449,         0,      81/-,     144/150/163,        222/251
  8,      芜湖,     04:20,     04:26,      06分,       577,         0,     102/-,     178/185/201,        274/309
  9,      宣城,     05:20,     05:23,      03分,       637,         0,     105/-,     184/191/208,        285/321
 10,      广德,     06:01,     06:04,      03分,       678,         0,     115/-,     200/208/226,        312/352
 11,    长兴南,     06:36,     06:40,      04分,       713,         0,     119/-,     207/215/234,        324/365
 12,    德清西,     07:16,     07:19,      03分,       753,         0,     124/-,     215/224/243,        336/379
 13,      杭州,     08:07,     08:16,      09分,       804,         0,   135.5/-,   232.5/242/263,      360.5/406
 14,      绍兴,     09:12,     09:15,      03分,       869,         0,   141.5/-,   244.5/254/276,      381.5/430
 15,      上虞,     09:38,     09:41,      03分,       895,         0,   141.5/-,   244.5/254/276,      381.5/430
 16,      余姚,     10:10,     10:13,      03分,       927,         0,   148.5/-,   254.5/265/288,      398.5/449
 17,      宁波,     11:47,     11:47,      00分,      1024,         0,   152.5/-,   261.5/272/296,      409.5/462
