   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      成都,         -,     22:35,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      遂宁,     00:19,     00:34,      15分,       104,         0,    23.5/-,      59.5/62/68,       94.5/107
  3,      南充,     01:21,     01:28,      07分,       166,         0,    36.5/-,      71.5/76/81,      110.5/125
  4,      营山,     02:04,     02:13,      09分,       209,         0,       0/-,           0/0/0,            0/0
  5,      达州,     03:19,     03:30,      11分,       284,         0,    64.5/-,   114.5/119/130,      178.5/202
  6,      万源,     05:03,     05:05,      02分,       388,         0,      81/-,     159/165/170,        244/252
  7,      安康,     06:30,     06:47,      17分,       475,         0,     104/-,     190/194/200,        290/300
  8,      旬阳,     07:27,     07:29,      02分,       532,         0,     107/-,     196/204/222,        301/339
  9,      十堰,     09:35,     09:38,      03分,       660,         0,     126/-,     225/232/239,        347/391
 10,    襄阳东,     11:35,     11:43,      08分,       780,         0,   146.5/-,   260.5/268/278,      404.5/456
 11,      随州,     12:56,     13:00,      04分,       861,         0,   158.5/-,   281.5/291/300,      439.5/457
 12,      武昌,     15:12,     15:40,      28分,       997,         0,   183.5/-,   321.5/334/363,      502.5/566
 13,    南昌西,     19:22,     19:44,      22分,      1247,         0,     215/-,     377/389/401,        592/615
 14,      赣州,     23:45,     00:04,      19分,      1510,         0,     252/-,     437/451/467,        689/776
 15,      龙川,     02:42,     02:48,      06分,      1687,         0,   274.5/-,   474.5/493/536,      743.5/838
 16,      河源,     03:40,     03:43,      03分,      1745,         0,   277.5/-,   480.5/499/543,      757.5/854
 17,      惠州,     04:38,     04:41,      03分,      1803,         0,   285.5/-,   492.5/509/555,     776.5/873
 18,   东莞东,     05:25,     05:25,      00分,      1850,         0,   289.5/-,   501.5/518/564,     791.5/888
 19,      吉安,     21:50,     21:56,      06分,      1395,         0,   290.5/-,   502.5/519/565,     792.5/889
