   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   广州东,         -,     18:53,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,    韶关东,     21:16,     21:22,      06分,       143,         0,    37.5/-,      83.5/87/95,      120.5/136
  3,      郴州,     22:59,     23:05,      06分,       246,         0,    54.5/-,   100.5/105/114,      195.5/221
  4,      衡阳,     00:51,     00:59,      08分,       358,         0,      75/-,     133/139/151,        255/288
  5,      株洲,     02:34,     02:52,      18分,       461,         0,      91/-,     158/165/179,        301/339
  6,      萍乡,     03:39,     03:45,      06分,       526,         0,     102/-,     178/184/201,        318/359
  7,      宜春,     04:24,     04:27,      03分,       571,         0,     105/-,     184/191/208,        349/394
  8,      新余,     04:58,     05:02,      04分,       605,         0,     115/-,     200/206/214,        366/413
  9,      樟树,     05:44,     05:48,      04分,       651,         0,     124/-,     215/223/230,        385/434
 10,      丰城,     06:03,     06:06,      03分,       670,         0,     124/-,     215/223/230,        395/445
 11,      南昌,     07:03,     07:03,      00分,       730,         0,   135.5/-,   232.5/241/248,   414.5/464.5
