   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      郑州,         -,     21:12,         -,         -,         -,         -,               -,              -
  2,      巩义,     22:07,     22:10,      03分,        55,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,      洛阳,     22:45,     22:50,      05分,        93,         0,    19.5/-,      65.5/68/74,       99.5/113
  4,  三门峡西,     00:33,     00:37,      04分,       201,         0,    41.5/-,      87.5/91/99,      132.5/150
  5,      西安,     03:31,     03:39,      08分,       379,         0,      72/-,     129/134/146,        197/222
  6,      宝鸡,     05:40,     05:48,      08分,       508,         0,      93/-,     163/170/184,        251/283
  7,      天水,     07:27,     07:39,      12分,       615,         0,     112/-,     194/202/219,        301/339
  8,      陇西,     09:01,     09:03,      02分,      -731,         0,   128.5/-,   222.5/231/252,      348.5/393
  9,      定西,     09:57,     10:09,      12分,      -675,         0,   138.5/-,   238.5/248/270,      372.5/420
 10,      兰州,     11:48,     12:03,      15分,       876,         0,   148.5/-, 254.5/263.5/288,      398.5/449
 11,      武威,     15:05,     15:11,      06分,      -367,         0,   177.5/-,   304.5/317/344,      476.5/537
 12,      张掖,     17:26,     17:32,      06分,      1214,         0,     201/-,     343/357/387,        542/611
 13,    嘉峪关,     19:38,     19:48,      10分,      1346,         0,     217/-,     370/385/418,        585/659
 14,      柳园,     22:39,     22:45,      06分,        87,         0,     243/-,     414/430/468,        654/737
 15,      哈密,     01:40,     01:52,      12分,      1708,         0,   273.5/-,   463.5/482/523,      734.5/828
 16,      鄯善,     04:10,     04:16,      06分,     -1022,         0,   293.5/-,   497.5/517/562,      786.5/886
 17,    吐鲁番,     05:33,     05:39,      06分,      -939,         0,   302.5/-,   513.5/534/580,      814.5/918
 18,乌鲁木齐南,     07:05,     07:25,      20分,      2033,         0,   313.5/-,   529.5/550/598,      834.5/940
 19,  乌鲁木齐,     07:40,     07:40,      00分,      2068,         0,   313.5/-,   529.5/550/598,      834.5/940
