   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      深圳,         -,     16:02,         -,         -,         -,         -,               -,              -
  2,    东莞东,     16:44,     16:51,      07分,        42,         0,    26.5/-,      48.5/51/55,        69.5/79
  3,      惠州,     17:33,     17:38,      05分,        91,         0,    34.5/-,      60.5/63/69,       88.5/100
  4,      河源,     18:29,     18:32,      03分,       147,         0,    45.5/-,      79.5/83/90,      116.5/132
  5,      龙川,     19:27,     19:33,      06分,       205,         0,    56.5/-,    98.5/103/112,      146.5/165
  6,      赣州,     22:12,     22:32,      20分,       370,         0,      95/-,     163/170/184,        250/282
  7,      鹰潭,     03:30,     03:42,      12分,       688,         0,       0/-,           0/0/0,            0/0
  8,      上饶,     04:43,     04:56,      13分,       761,         0,   172.5/-,   288.5/300/326,      448.5/506
  9,      江山,     05:57,     06:00,      03分,       835,         0,   182.5/-,   304.5/317/344,      475.5/536
 10,      金华,     07:25,     07:31,      06分,       923,         0,   194.5/-,   325.5/338/368,      510.5/575
 11,      义乌,     08:00,     08:03,      03分,       958,         0,   199.5/-,   333.5/347/377,      523.5/590
 12,    杭州东,     09:13,     09:19,      06分,      1031,         0,   219.5/-,   365.5/380/413,      573.5/646
 13,      嘉兴,     10:05,     10:08,      03分,      1083,         0,     223/-,     372/387/420,        584/658
 14,    上海南,     11:06,     11:06,      00分,      1144,         0,     234/-,     391/407/420,        613/691
