   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      北京,         -,     12:38,         -,         -,         -,         -,               -,              -
  2,      保定,     14:06,     14:10,      04分,        88,         0,    23.5/-,      69.5/73/79,      105.5/119
  3,    石家庄,     15:29,     15:47,      18分,       171,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      邢台,     16:41,     16:44,      03分,       243,         0,    54.5/-,   100.5/105/114,      155.5/176
  5,      鹤壁,     18:36,     18:39,      03分,       358,         0,      75/-,     133/139/151,        205/231
  6,      郑州,     20:00,     20:10,      10分,       442,         0,      93/-,     163/170/184,        251/283
  7,      许昌,     20:56,     20:59,      03分,       498,         0,     105/-,     184/191/208,        285/321
  8,      漯河,     21:36,     21:50,      14分,       538,         0,     112/-,     194/202/219,        301/339
  9,      信阳,     23:17,     23:20,      03分,       639,         0,   128.5/-,   222.5/231/252,      348.5/393
 10,      武昌,     01:39,     01:47,      08分,       781,         0,   152.5/-,   261.5/272/296,      409.5/462
 11,      岳阳,     03:50,     03:55,      05分,       912,         0,   173.5/-,   296.5/308/335,      464.5/524
 12,      长沙,     05:20,     05:37,      17分,      1002,         0,   189.5/-,   322.5/335/364,      504.5/569
 13,      株洲,     06:13,     06:23,      10分,      1055,         0,     192/-,     328/341/371,        515/580
 14,      醴陵,     06:50,     06:53,      03分,      1092,         0,     198/-,     337/350/381,        530/597
 15,      萍乡,     07:16,     07:22,      06分,      1118,         0,     201/-,     343/357/387,        542/611
 16,      宜春,     08:04,     08:08,      04分,      1166,         0,     206/-,     353/367/399,        556/627
 17,      新余,     08:39,     08:43,      04分,      1201,         0,     213/-,     363/377/410,        572/645
 18,      樟树,     09:25,     09:29,      04分,      1247,         0,     217/-,     370/385/418,        585/659
 19,      丰城,     09:44,     09:48,      04分,      1266,         0,     217/-,     370/385/418,        585/659
 20,      南昌,     10:27,     10:27,      00分,      1309,         0,     224/-,     381/396/430,        598/674
