   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    上海南,         -,     16:55,         -,         -,         -,         -,               -,              -
  2,      嘉兴,     17:37,     17:40,      03分,        42,         0,    12.5/-,      58.5/61/66,       89.5/101
  3,      海宁,     18:00,     18:03,      03分,        65,         0,    16.5/-,      62.5/65/71,       96.5/109
  4,    杭州东,     18:44,     18:50,      06分,       109,         0,    24.5/-,      70.5/74/80,      108.5/123
  5,      义乌,     20:00,     20:03,      03分,       185,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      金华,     20:39,     20:45,      06分,       224,         0,    51.5/-,    97.5/102/110,      149.5/169
  7,      玉山,     22:47,     22:54,      07分,       352,         0,      75/-,     133/139/151,        205/231
  8,      上饶,     23:13,     23:18,      05分,       378,         0,      78/-,     139/145/157,        214/242
  9,      鹰潭,     00:24,     00:47,      23分,       449,         0,       0/-,           0/0/0,            0/0
 10,      吉安,     03:55,     04:00,      05分,       660,         0,   128.5/-,   222.5/231/252,      348.5/393
 11,    井冈山,     05:06,     05:16,      10分,       731,         0,   138.5/-,   238.5/248/270,      372.5/420
 12,    茶陵南,     06:18,     06:26,      08分,       803,         0,   148.5/-,   254.5/265/288,      398.5/449
 13,      衡阳,     07:57,     08:22,      25分,       902,         0,   156.5/-,   268.5/279/303,      422.5/476
 14,      祁东,     09:11,     09:16,      05分,       976,         0,   168.5/-,   288.5/300/326,      450.5/508
 15,      祁阳,     09:35,     09:39,      04分,      1000,         0,   168.5/-,   288.5/300/326,      450.5/508
 16,      永州,     10:08,     10:16,      08分,      1033,         0,   173.5/-,   296.5/308/335,      464.5/524
 17,    桂林北,     12:17,     12:24,      07分,      1162,         0,     192/-,     328/341/371,        515/580
 18,      柳州,     14:06,     14:13,      07分,      1271,         0,     206/-,     353/367/399,        556/627
 19,      来宾,     15:03,     15:08,      05分,      1328,         0,     213/-,     363/377/410,        572/645
 20,      南宁,     18:48,     19:10,      22分,      1553,         0,     229/-,     389/404/439,        613/691
 21,      百色,     22:00,     22:10,      10分,      1745,         0,     251/-,     426/443/481,        673/758
 22,      兴义,     02:51,     02:57,      06分,      2036,         0,   268.5/-,   455.5/473/514,      718.5/810
 23,      威舍,     03:40,     03:47,      07分,      2085,         0,   273.5/-,   463.5/482/523,      734.5/828
 24,      罗平,     04:50,     04:55,      05分,      2155,         0,   278.5/-,   471.5/490/532,      747.5/842
 25,      师宗,     05:31,     05:35,      04分,      2196,         0,   278.5/-,   471.5/490/532,      747.5/842
 26,      石林,     06:32,     06:34,      02分,      2257,         0,   285.5/-,   483.5/502/546,      761.5/858
 27,      昆明,     09:03,     09:03,      00分,      2408,         0,   293.5/-,   497.5/517/562,      786.5/886
