   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     15:11,         -,         -,         -,         -,               -,              -
  2,    石家庄,     17:46,     17:58,      12分,       155,         0,    43.5/-,     89.5/93/101,      135.5/153
  3,      邢台,     18:52,     19:35,      43分,       221,         0,    54.5/-,   100.5/105/114,      155.5/176
  4,    沙河市,     19:51,     19:54,      03分,       280,         0,    62.5/-,   110.5/115/125,      166.5/188
  5,      安阳,     21:05,     21:07,      02分,       354,         0,      72/-,     129/134/146,        197/222
  6,      新乡,     22:03,     22:05,      02分,       412,         0,      81/-,     144/150/163,        222/251
  7,      郑州,     22:55,     23:16,      21分,       464,         0,      93/-,     163/170/184,        251/283
  8,      漯河,     00:47,     01:17,      30分,       576,         0,     112/-,     194/202/219,        301/339
  9,    平顶山,     02:20,     02:23,      03分,       669,         0,     119/-,     207/215/234,        324/365
 10,  平顶山西,     03:16,     03:46,      30分,       725,         0,     119/-,     207/215/234,        324/365
 11,      南阳,     05:16,     05:20,      04分,       845,         0,   135.5/-,   232.5/242/263,      360.5/406
 12,      襄阳,     07:05,     07:30,      25分,       954,         0,   148.5/-,   254.5/265/288,      398.5/449
 13,      荆门,     08:54,     08:58,      04分,      1063,         0,   163.5/-,   280.5/292/317,      438.5/494
 14,      当阳,     09:35,     09:39,      04分,      1104,         0,   168.5/-,   288.5/300/326,      450.5/508
 15,    宜昌东,     10:37,     11:00,      23分,      1166,         0,   173.5/-,   296.5/308/335,      464.5/524
 16,      建始,     14:45,     15:59,      14分,      1414,         0,   189.5/-,   322.5/335/364,      504.5/569
 17,      恩施,     16:28,     16:28,      00分,      1517,         0,     192/-,     328/341/371,        515/580
