   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,乌鲁木齐南,         -,     17:41,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   吐鲁番,     19:18,     19:24,       6分,        97,       143,       -/-,  69.5/74.5/77.5,        23.5/-
  3,      鄯善,     20:43,     20:49,       6分,       182,       283,       -/-,  89.5/94.5/97.5,        43.5/-
  4,      哈密,     23:31,     23:45,      14分,       350,       553,       -/-,     139/144/148,          78/-
  5,      柳园,     03:23,     03:43,      20分,       582,       825,       -/-,     200/206/214,         115/-
  6,   嘉峪关,     06:37,     06:46,       9分,       776,      1122,       -/-,254.5/263.5/272.5,       148.5/-
  7,      清水,     07:39,     07:44,       5分,       838,      1208,       -/-,270.5/279.5/288.5,       156.5/-
  8,      张掖,     09:00,     09:06,       6分,       919,      1345,       -/-,288.5/298.5/307.5,       168.5/-
  9,      金昌,     10:43,     10:47,       4分,      1022,      1515,       -/-,322.5/333.5/343.5,       189.5/-
 10,      武威,     11:32,     11:38,       6分,      1071,      1589,       -/-,     328/339/351,         192/-
 11,      兰州,     14:40,     14:58,      18分,      1259,      1892,       -/-,     370/383/397,         217/-
 12,      天水,     19:03,     19:11,       8分,      1522,      2240,       -/-,     426/441/456,         251/-
 13,      宝鸡,     21:44,     21:53,       9分,      1683,      2395,       -/-,446.5/462.5/477.5,       263.5/-
 14,      西安,     23:32,     23:40,       8分,      1791,      2568,       -/-,463.5/480.5/496.5,       273.5/-
 15,   三门峡,     02:52,     02:56,       4分,      1991,      2833,       -/-,497.5/515.5/533.5,       293.5/-
 16,      洛阳,     04:25,     04:30,       5分,      2084,      2955,       -/-,513.5/531.5/549.5,       302.5/-
 17,      郑州,     05:55,     06:02,       7分,      2174,      3079,       -/-,529.5/547.5/566.5,       313.5/-
 18,      许昌,     06:48,     06:50,       2分,      2227,      3165,       -/-,     536/555/575,         317/-
 19,      漯河,     07:25,     07:28,       3分,      2264,      3219,       -/-,     546/566/585,         323/-
 20,   驻马店,     08:04,     08:07,       3分,      2303,      3285,       -/-,     554/575/595,         328/-
 21,      信阳,     09:01,     09:03,       2分,      2360,      3381,       -/-,     566/585/606,         335/-
 22,      孝感,     10:38,     10:43,       5分,      2457,      3525,       -/-,     586/607/628,         348/-
 23,      汉口,     11:25,         -,           ,      2504,      3647,       -/-,     595/616/637,         352/-
