   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   上海南,         -,     16:06,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      嘉兴,     16:49,     16:52,       3分,        43,        80,       -/-,  58.5/63.5/66.5,        12.5/-
  3,      海宁,     17:11,     17:14,       3分,        65,       108,       -/-,  62.5/67.5/70.5,        16.5/-
  4,   杭州东,     17:58,     18:04,       6分,       112,       167,       -/-,  70.5/75.5/78.5,        24.5/-
  5,      诸暨,     18:48,     18:51,       3分,       162,       260,       -/-,  86.5/91.5/94.5,        40.5/-
  6,      义乌,     19:16,     19:19,       3分,       190,       312,       -/-, 92.5/97.5/100.5,        46.5/-
  7,      金华,     19:57,     20:03,       6分,       231,       360,       -/-,97.5/102.5/105.5,        51.5/-
  8,      上饶,     22:05,     22:09,       4分,       359,       557,       -/-,     139/144/148,          78/-
  9,      鹰潭,     23:10,     23:22,      12分,       424,       673,       -/-,     163/168/174,          93/-
 10,      株洲,     04:00,     04:16,      16分,       714,      1125,       -/-,244.5/252.5/261.5,       141.5/-
 11,      衡阳,     05:37,     05:55,      18分,       811,      1259,       -/-,270.5/279.5/288.5,       156.5/-
 12,      永州,     07:47,     08:02,      15分,       941,      1395,       -/-,288.5/298.5/307.5,       168.5/-
 13,      道州,     09:14,     09:19,       5分,      1028,      1507,       -/-,310.5/321.5/331.5,       180.5/-
 14,      江永,     09:37,     09:40,       3分,      1051,      1529,       -/-,310.5/321.5/331.5,       180.5/-
 15,      江华,     09:57,     10:02,       5分,      1071,      1551,       -/-,322.5/333.5/343.5,       189.5/-
 16,      贺州,     11:00,     11:15,      15分,      1134,      1647,       -/-,     328/339/351,         192/-
 17,      梧州,     12:37,     12:42,       5分,      1231,      1782,       -/-,     353/365/377,         206/-
 18,      岑溪,     13:31,     13:35,       4分,      1285,      1862,       -/-,     363/375/388,         213/-
 19,      容县,     14:04,     14:07,       3分,      1318,      1909,       -/-,     370/383/397,         217/-
 20,      玉林,     14:40,     14:50,      10分,      1354,      1961,       -/-,     381/393/407,         224/-
 21,      贵港,     15:51,     15:56,       5分,      1425,      2050,       -/-,     389/403/416,         229/-
 22,      黎塘,     16:45,     16:50,       5分,      1479,      2104,       -/-,     399/414/428,         236/-
 23,   南宁东,     18:11,     18:19,       8分,      1565,      2008,       -/-,     414/429/444,         243/-
 24,      南宁,     18:33,         -,           ,      1587,      2224,       -/-,     414/429/444,         243/-
