   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     20:14,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,    韶关东,     22:30,     22:35,      05分,       136,         0,    37.5/-,      83.5/87/95,      120.5/136
  3,      郴州,     00:10,     00:13,      03分,       236,         0,    53.5/-,    99.5/104/113,      195.5/221
  4,      衡阳,     01:53,     01:57,      04分,       339,         0,      75/-,     133/139/151,        255/288
  5,      株洲,     03:19,     03:25,      06分,       425,         0,      91/-,     158/165/179,        301/339
  6,      长沙,     04:02,     04:08,      06分,       468,         0,      98/-,     171/178/193,        307/346
  7,      岳阳,     05:28,     05:32,      04分,       554,         0,     112/-,     194/202/219,        357/403
  8,      武昌,     07:51,     08:06,      15分,       697,         0,   138.5/-,   238.5/248/270,      425.5/480
  9,      麻城,     09:37,     09:40,      03分,       803,         0,   148.5/-,   254.5/265/288,      463.5/522
 10,      阜阳,     11:57,     12:19,      22分,       943,         0,   173.5/-,   296.5/307/318,      533.5/601
 11,      菏泽,     14:50,     14:56,      06分,      1116,         0,     198/-,     337/349/361,        602/678
 12,      济宁,     16:04,     16:06,      02分,      1190,         0,     206/-,     353/367/399,        640/721
 13,      兖州,     16:35,     16:56,      21分,      1221,         0,     213/-,     363/377/410,       640/732
 14,      泰山,     17:50,     17:52,      02分,      1296,         0,       0/-,           0/0/0,            0/0
 15,      济南,     18:47,     18:47,      00分,      1353,         0,     224/-,     381/396/430,        682/769
