   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      上海,         -,     12:05,         -,         -,         -,         -,               -,              -
  2,      昆山,     12:36,     12:39,      03分,        31,         0,      11/-,        57/60/65,        83.5/95
  3,      苏州,     13:00,     13:05,      05分,        55,         0,    14.5/-,      60.5/63/69,       90.5/102
  4,      无锡,     13:32,     13:35,      03分,        87,         0,    19.5/-,      65.5/68/74,       99.5/113
  5,      常州,     13:58,     14:01,      03分,       113,         0,    24.5/-,      70.5/74/80,      108.5/123
  6,      南京,     15:31,     16:01,      30分,       206,         0,    46.5/-,     92.5/97/105,      140.5/159
  7,      蚌埠,     17:41,     17:57,      16分,       336,         0,      69/-,     123/128/139,        186/210
  8,      徐州,     19:29,     19:40,      11分,       444,         0,      91/-,     158/165/179,        243/274
  9,      砀山,     20:24,     20:29,      05分,       499,         0,      98/-,     171/178/193,        263/297
 10,      商丘,     21:06,     21:09,      03分,       541,         0,     105/-,     184/191/208,        285/321
 11,      民权,     21:42,     21:52,      10分,       577,         0,     112/-,     194/202/219,        301/339
 12,      郑州,     23:14,     23:29,      15分,       669,         0,   128.5/-,   222.5/231/252,      348.5/393
 13,      西安,     05:24,     05:32,      08分,      1039,         0,   180.5/-,   310.5/323/351,      488.5/551
 14,      宝鸡,     07:16,     07:22,      06分,      1151,         0,     198/-,     337/350/381,        530/597
 15,      天水,     08:56,     09:02,      06分,      1251,         0,     206/-,     353/367/399,        556/627
 16,      兰州,     12:51,     13:06,      15分,      1486,         0,     240/-,     408/424/461,        640/721
 17,      武威,     16:08,     16:14,      06分,      1683,         0,   268.5/-,   455.5/473/514,      718.5/810
 18,      金昌,     16:51,     16:53,      02分,      1726,         0,   273.5/-,   463.5/482/523,      734.5/828
 19,      张掖,     18:34,     18:40,      06分,      1829,         0,   285.5/-,   483.5/502/546,      761.5/858
 20,    嘉峪关,     20:46,     20:54,      08分,      1961,         0,   299.5/-,   507.5/527/573,      802.5/904
 21,      柳园,     23:46,     23:56,      10分,      2141,         0,     323/-,     546/567/616,        863/972
 22,      哈密,     02:51,     03:11,      20分,      2326,         0,     348/-,     586/609/662,       927/1044
 23,    鄯善北,     05:25,     05:28,      03分,      2480,         0,     365/-,     615/639/694,       976/1100
 24,  吐鲁番北,     06:15,     06:18,      03分,      2530,         0,     372/-,     627/651/708,       994/1120
 25,乌鲁木齐南,     07:42,     08:05,      23分,      2617,         0,   385.5/-,   649.5/675/733,    1029.5/1160
 26,  乌鲁木齐,     08:23,     08:44,      21分,      2658,         0,   385.5/-,   649.5/675/733,    1029.5/1160
 27,    石河子,     10:04,     10:09,      05分,      2759,         0,   397.5/-,   670.5/696/757,    1062.5/1197
 28,    沙湾县,     10:30,     10:34,      04分,      2785,         0,   397.5/-,   670.5/696/757,    1062.5/1197
 29,      奎屯,     11:45,     11:58,      13分,      2860,         0,   402.5/-,   679.5/706/767,    1079.5/1216
 30,    精河南,     13:39,     13:44,      05分,      2974,         0,   416.5/-,   702.5/730/793,    1114.5/1256
 31,    尼勒克,     15:10,     15:48,      38分,      3065,         0,   423.5/-,   714.5/742/807,    1133.5/1277
 32,      伊宁,     16:56,     16:56,      00分,      3171,         0,   433.5/-,   728.5/757/822,    1155.5/1302
