   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      合肥,         -,     17:00,         -,         -,         -,         -,               -,              -
  2,      固始,     19:01,     19:04,      03分,       121,         0,    28.5/-,      74.5/78/85,      112.5/127
  3,      商城,     19:23,     19:26,      03分,       143,         0,    29.5/-,      75.5/79/86,      115.5/131
  4,      潢川,     19:52,     19:55,      03分,       172,         0,    37.5/-,      83.5/87/95,      125.5/142
  5,      息县,     20:26,     20:29,      03分,       206,         0,    41.5/-,      87.5/91/99,      132.5/150
  6,      罗山,     20:50,     20:53,      03分,       230,         0,    43.5/-,     89.5/93/101,      135.5/153
  7,      信阳,     21:25,     21:38,      13分,       265,         0,    51.5/-,    97.5/102/110,      149.5/169
  8,      桐柏,     22:47,     22:51,      04分,       347,         0,    62.5/-,   110.5/115/125,      166.5/188
  9,      唐河,     23:36,     23:40,      04分,       396,         0,      69/-,     123/128/139,        186/210
 10,      南阳,     00:35,     01:21,      46分,       455,         0,      75/-,     133/139/151,        205/231
 11,      镇平,     02:00,     02:04,      04分,       540,         0,      78/-,     139/145/157,        214/242
 12,      内乡,     02:28,     02:33,      05分,       568,         0,      86/-,     152/158/172,        233/263
 13,      西峡,     03:03,     03:08,      05分,       603,         0,      91/-,     158/165/179,        243/274
 14,      西安,     08:23,     08:42,      19分,       923,         0,   128.5/-,   222.5/231/252,      348.5/393
 15,      宝鸡,     10:23,     10:29,      06分,      1043,         0,   148.5/-,   254.5/265/288,      398.5/449
 16,      天水,     12:03,     12:09,      06分,      1143,         0,   163.5/-,   280.5/292/317,      438.5/494
 17,      陇西,     13:31,     13:36,      05分,      1231,         0,   177.5/-,   304.5/317/344,      476.5/537
 18,      定西,     14:32,     14:35,      03分,      1292,         0,   189.5/-,   322.5/335/364,      504.5/569
 19,      兰州,     16:27,     16:42,      15分,      1407,         0,     198/-,     337/350/381,        530/597
 20,    海石湾,     18:08,     18:22,      14分,        68,         0,     206/-,     353/367/399,        556/627
 21,      乐都,     18:46,     18:51,      05分,       106,         0,     213/-,     363/377/410,        572/645
 22,    平安驿,     19:14,     19:19,      05分,       134,         0,     213/-,     363/377/410,        572/645
 23,      西宁,     20:08,     20:08,      00分,      1628,         0,     213/-,     363/377/410,        572/645
