   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      兰州,         -,     11:15,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      定西,     12:37,     12:41,       4分,        82,       118,       -/-,      64.5/71/75,        18.5/-
  3,      陇西,     13:33,     13:38,       5分,       138,       202,       -/-,  78.5/83.5/86.5,        32.5/-
  4,      天水,     15:34,     15:42,       8分,       259,       348,       -/-,97.5/102.5/105.5,        51.5/-
  5,      宝鸡,     18:16,     18:24,       8分,       421,       503,       -/-,     129/132/136,          72/-
  6,      西安,     20:03,     20:15,      12分,       528,       676,       -/-,     163/168/174,          93/-
  7,      渭南,     20:53,     20:57,       4分,       578,       732,       -/-,           -/-/-,           -/-
  8,      华山,     21:57,     22:01,       4分,       642,       799,       -/-,           -/-/-,           -/-
  9,      郑州,     02:42,     03:13,      31分,       927,      1187,       -/-,254.5/263.5/272.5,       148.5/-
 10,      商丘,     04:59,     05:03,       4分,      1064,      1390,       -/-,288.5/298.5/307.5,       168.5/-
 11,      徐州,     06:34,     06:40,       6分,      1159,      1536,       -/-,           -/-/-,           -/-
 12,      蚌埠,     08:44,     08:46,       2分,      1289,      1700,       -/-,           -/-/-,           -/-
 13,      南京,     10:27,     10:33,       6分,      1392,      1884,       -/-,           -/-/-,           -/-
 14,      无锡,     12:03,     12:06,       3分,      1488,      2059,       -/-,           -/-/-,           -/-
 15,      苏州,     12:31,     12:35,       4分,      1516,      2101,       -/-,     399/414/428,         236/-
 16,      上海,     13:30,         -,           ,      1575,      2185,       -/-,     408/449/470,         240/-
