   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西安,         -,     10:38,         -,         -,         -,         -,               -,              -
  2,    蒲城东,     11:47,     11:50,      03分,        69,         0,    16.5/-,      62.5/65/71,       96.5/109
  3,    黄陵南,     12:43,     12:46,      03分,       125,         0,    32.5/-,      78.5/82/89,      118.5/134
  4,      延安,     13:55,     13:59,      04分,       197,         0,    50.5/-,    96.5/101/109,      146.5/165
  5,      子长,     15:14,     15:16,      02分,       276,         0,    62.5/-,   110.5/115/125,      166.5/188
  6,      绥德,     16:24,     16:28,      04分,       346,         0,      72/-,     129/134/146,        197/222
  7,      子洲,     16:45,     16:48,      03分,       367,         0,      75/-,     133/139/151,        205/231
  8,      靖边,     18:06,     18:12,      06分,       448,         0,      86/-,     152/158/172,        233/263
  9,      定边,     19:28,     19:30,      02分,       530,         0,      98/-,     171/178/193,        263/297
 10,      银川,     22:09,     22:09,      00分,       691,         0,     119/-,     207/215/234,        324/365
