   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    上海南,         -,     17:49,         -,         -,         -,         -,               -,              -
  2,      松江,     18:06,     18:09,      03分,        17,         0,       9/-,        55/58/63,          80/91
  3,      嘉兴,     18:38,     18:48,      10分,        49,         0,    12.5/-,      58.5/61/66,       89.5/101
  4,      海宁,     19:07,     19:10,      03分,        78,         0,    16.5/-,      62.5/65/71,       96.5/109
  5,    杭州东,     19:55,     20:01,      06分,       126,         0,    24.5/-,      70.5/74/80,      108.5/123
  6,      义乌,     21:04,     21:08,      04分,       195,         0,    46.5/-,     92.5/97/105,      140.5/159
  7,      金华,     21:45,     21:51,      06分,       236,         0,    51.5/-,    97.5/102/110,      149.5/169
  8,      上饶,     23:48,     23:52,      04分,       359,         0,      78/-,     139/145/157,        214/242
  9,      鹰潭,     00:53,     01:10,      17分,       424,         0,       0/-,           0/0/0,            0/0
 10,      吉安,     04:24,     04:34,      10分,       635,         0,   128.5/-,   222.5/231/252,      348.5/393
 11,    井冈山,     05:30,     05:38,      08分,       701,         0,   138.5/-,   238.5/248/270,      372.5/420
 12,    茶陵南,     06:57,     07:02,      05分,       788,         0,   148.5/-,   254.5/265/288,      398.5/449
 13,    攸县南,     07:17,     07:21,      04分,       808,         0,   152.5/-,   261.5/272/296,      409.5/462
 14,      衡阳,     08:42,     09:02,      20分,       893,         0,   156.5/-,   268.5/279/303,      422.5/476
 15,      祁东,     10:08,     10:13,      05分,       979,         0,   168.5/-,   288.5/300/326,      450.5/508
 16,      祁阳,     10:31,     10:36,      05分,      1002,         0,   168.5/-,   288.5/300/326,      450.5/508
 17,      永州,     11:03,     11:11,      08分,      1034,         0,   173.5/-,   296.5/308/335,      464.5/524
 18,    东安东,     11:29,     11:32,      03分,      1060,         0,   177.5/-,   304.5/317/344,      476.5/537
 19,    全州南,     12:05,     12:08,      03分,      1096,         0,   180.5/-,   310.5/323/351,      488.5/551
 20,    兴安北,     12:41,     12:44,      03分,      1132,         0,   189.5/-,   322.5/335/364,      504.5/569
 21,    桂林北,     13:21,     13:29,      08分,      1172,         0,     192/-,     328/341/371,        515/580
 22,      柳州,     15:26,     15:33,      07分,      1297,         0,     206/-,     353/367/399,        556/627
 23,    南宁东,     17:44,     17:56,      12分,      1435,         0,     224/-,     381/396/430,        598/674
 24,      南宁,     18:10,     18:10,      00分,      1461,         0,     224/-,     381/396/430,        598/674
