   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      长春,         -,     21:28,         -,         -,         -,         -,               -,              -
  2,      四平,     22:32,     22:34,      02分,        64,         0,    18.5/-,      64.5/67/73,       97.5/110
  3,    沈阳北,     00:12,     00:19,      07分,       164,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,    山海关,     04:00,     04:10,      10分,       392,         0,      93/-,     163/170/184,        251/283
  5,    秦皇岛,     04:30,     04:34,      04分,       422,         0,      98/-,     171/178/193,        263/297
  6,      滦县,     05:28,     06:00,      32分,       480,         0,     105/-,     184/191/208,        285/321
  7,      唐山,     06:45,     06:48,      03分,       557,         0,     115/-,     200/208/226,        312/352
  8,      天津,     08:00,     08:11,      11分,       632,         0,   128.5/-, 222.5/230.5/252,      348.5/393
  9,      霸州,     09:37,     10:04,      27分,       729,         0,   138.5/-,   238.5/248/270,      372.5/420
 10,      徐水,     10:44,     10:49,      05分,       796,         0,   141.5/-,   244.5/254/276,      381.5/430
 11,      保定,     11:05,     11:11,      06分,       817,         0,   148.5/-,   254.5/265/288,      398.5/449
 12,    石家庄,     12:30,     12:36,      06分,       902,         0,   163.5/-,   280.5/292/317,      438.5/494
 13,      邯郸,     14:03,     14:15,      12分,       995,         0,   177.5/-,   304.5/317/344,      476.5/537
 14,      新乡,     15:50,     15:52,      02分,      1102,         0,     192/-,     328/341/371,        515/580
 15,      郑州,     16:42,     17:02,      20分,      1154,         0,     198/-,     337/350/381,        530/597
 16,    驻马店,     18:52,     18:57,      05分,      1284,         0,     217/-,     370/385/418,        585/659
 17,      信阳,     19:52,     20:13,      21分,      1344,         0,     224/-,     381/396/430,        598/674
 18,      孝感,     21:41,     21:44,      03分,      1453,         0,     240/-,     408/424/461,        640/721
 19,      武昌,     22:55,     23:23,      28分,      1527,         0,     243/-,     414/430/468,        654/737
 20,      岳阳,     01:24,     01:27,      03分,      1676,         0,   263.5/-,   446.5/464/504,      704.5/794
 21,      长沙,     02:49,     02:55,      06分,      1761,         0,   273.5/-,   463.5/482/523,      734.5/828
 22,      株洲,     03:31,     03:33,      02分,      1803,         0,   278.5/-,   471.5/490/532,      747.5/842
 23,      衡阳,     04:55,     04:58,      03分,      1887,         0,   290.5/-,   491.5/511/555,      775.5/874
 24,      郴州,     06:37,     06:40,      03分,      1989,         0,   299.5/-,   507.5/527/573,      802.5/904
 25,      广州,     10:48,     10:48,      00分,      2240,         0,     328/-,     554/576/626,       966/1088
