   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      银川,         -,     07:15,         -,         -,         -,         -,               -,              -
  2,      灵武,     07:51,     07:53,      02分,        36,         0,      11/-,        57/60/65,        86.5/98
  3,      盐池,     09:14,     09:19,      05分,       119,         0,    24.5/-,      70.5/74/80,      108.5/123
  4,      定边,     09:41,     09:43,      02分,       146,         0,    29.5/-,      75.5/79/86,      115.5/131
  5,      靖边,     10:59,     11:05,      06分,       224,         0,    43.5/-,     89.5/93/101,      135.5/153
  6,      子洲,     12:28,     12:39,      11分,       313,         0,    62.5/-,   110.5/115/125,      166.5/188
  7,      绥德,     12:58,     13:01,      03分,       343,         0,    64.5/-,   115.5/120/131,      175.5/198
  8,    清涧县,     13:38,     13:40,      02分,       383,         0,      72/-,     129/134/146,        197/222
  9,      子长,     13:57,     13:59,      02分,       402,         0,      75/-,     133/139/151,        205/231
 10,      延安,     14:59,     15:03,      04分,       464,         0,      81/-,     144/150/163,        222/251
 11,    富县东,     15:44,     15:46,      02分,       509,         0,      93/-,     163/170/184,        251/283
 12,    蒲城东,     17:26,     17:28,      02分,       611,         0,     112/-,     194/202/219,        301/339
 13,      西安,     19:03,     19:03,      00分,       708,         0,     119/-,     207/215/234,        324/365
