   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      成都,         -,     09:00,         -,         -,         -,         -,               -,              -
  2,      德阳,     09:47,     09:51,      04分,        47,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,      绵阳,     10:35,     10:39,      04分,        95,         0,    18.5/-,      64.5/67/73,       97.5/110
  4,      江油,     11:16,     11:21,      05分,       136,         0,    23.5/-,      69.5/73/79,      105.5/119
  5,      广元,     14:08,     14:21,      13分,       308,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      略阳,     16:46,     16:48,      02分,       466,         0,    64.5/-,   115.5/120/131,      175.5/198
  7,      宝鸡,     20:36,     20:48,      12分,       696,         0,      91/-,     158/165/179,        243/274
  8,      西安,     22:27,     22:47,      20分,       807,         0,     112/-,     194/202/219,        301/339
  9,      延安,     01:51,     01:54,      03分,      1011,         0,   148.5/-,   254.5/265/288,      398.5/449
 10,      太原,     07:21,     07:27,      06分,      1341,         0,       0/-,           0/0/0,            0/0
 11,    阳泉北,     08:19,     08:32,      13分,      1399,         0,     201/-,     343/357/387,        542/611
 12,  石家庄北,     09:29,     09:41,      12分,      1469,         0,     206/-,     353/367/399,        556/627
 13,      保定,     10:56,     11:00,      04分,      1556,         0,     224/-,     381/396/430,        598/674
 14,    北京西,     12:31,     12:31,      00分,      1651,         0,     236/-,     399/415/451,        629/709
