   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      宝鸡,         -,     18:17,         -,         -,         -,         -,               -,              -
  2,    蔡家坡,     18:44,     19:01,      17分,        27,         0,      11/-,        57/60/65,        83.5/95
  3,      杨陵,     19:27,     19:31,      04分,        70,         0,    14.5/-,      60.5/63/69,       90.5/102
  4,      咸阳,     20:05,     20:25,      20分,       108,         0,    23.5/-,      69.5/73/79,      104.5/118
  5,      西安,     20:53,     21:15,      22分,       156,         0,    28.5/-,      74.5/78/85,      112.5/127
  6,      渭南,     21:53,     21:55,      02分,       216,         0,    37.5/-,      83.5/87/95,      125.5/142
  7,      华山,     22:49,     22:51,      02分,       272,         0,    43.5/-,     89.5/93/101,      135.5/153
  8,      邢台,     05:57,     06:05,      08分,       700,         0,   128.5/-,   222.5/231/252,      348.5/393
  9,    石家庄,     07:35,     07:55,      20分,       798,         0,   138.5/-,   238.5/248/270,      372.5/420
 10,      保定,     09:08,     09:14,      06分,       891,         0,   152.5/-,   261.5/272/296,      409.5/462
 11,    北京西,     10:45,     11:29,      44分,       988,         0,   168.5/-,   288.5/300/326,      450.5/508
 12,    廊坊北,     12:09,     12:12,      03分,      1072,         0,   173.5/-,   296.5/308/335,      464.5/524
 13,      天津,     13:02,     13:02,      00分,      1125,         0,   177.5/-,   304.5/317/344,      476.5/537
