   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      赣州,         -,     17:51,         -,         -,         -,         -,               -,              -
  2,      吉安,     19:50,     19:56,      06分,       119,         0,       -/-,           -/-/-,      113.5/128
  3,    南昌西,     22:11,     22:24,      13分,       260,         0,       -/-,           -/-/-,      166.5/188
  4,      九江,     23:36,     23:53,      17分,       345,         0,       -/-,           -/-/-,        214/242
  5,      潢川,     03:18,     03:21,      03分,       567,         0,       -/-,           -/-/-,        312/352
  6,      阜阳,     04:24,     04:32,      08分,       633,         0,       -/-,           -/-/-,      348.5/393
  7,      菏泽,     07:07,     07:09,      02分,       796,         0,       -/-,           -/-/-,      422.5/476
  8,      聊城,     08:38,     08:41,      03分,       887,         0,       -/-,           -/-/-,      464.5/524
  9,      衡水,     10:10,     10:14,      04分,       979,         0,       -/-,           -/-/-,      504.5/569
 10,      北京,     12:58,     12:58,      00分,      1147,         0,       -/-,           -/-/-,        572/645
