   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    上海南,         -,     11:41,         -,         -,         -,         -,               -,              -
  2,      嘉兴,     12:25,     12:28,      03分,        44,         0,    12.5/-,      58.5/61/66,       89.5/101
  3,      海宁,     12:52,     12:55,      03分,        71,         0,    16.5/-,      62.5/65/71,       96.5/109
  4,    杭州东,     13:39,     13:45,      06分,       118,         0,    24.5/-,      70.5/74/80,      108.5/123
  5,      义乌,     14:51,     14:54,      03分,       190,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      金华,     15:31,     15:37,      06分,       230,         0,    51.5/-,    97.5/102/110,      149.5/169
  7,      上饶,     17:43,     17:47,      04分,       362,         0,      78/-,     139/145/157,        214/242
  8,      鹰潭,     18:48,     18:58,      10分,       427,         0,       0/-,           0/0/0,            0/0
  9,      吉安,     21:56,     22:03,      07分,       615,         0,   128.5/-,   222.5/231/252,      348.5/393
 10,      赣州,     23:52,     00:12,      20分,       731,         0,   148.5/-,   254.5/265/288,      398.5/449
 11,      龙川,     02:57,     03:03,      06分,       916,         0,   185.5/-,   314.5/327/355,      491.5/554
 12,      河源,     03:55,     03:58,      03分,       974,         0,   197.5/-,   334.5/348/378,      521.5/588
 13,      惠州,     04:53,     04:59,      06分,      1032,         0,   201.5/-,   342.5/356/387,      535.5/604
 14,    东莞东,     05:43,     05:45,      02分,      1082,         0,     217/-,     366/380/413,        574/647
 15,      深圳,     06:22,     06:22,      00分,      1121,         0,     234/-,     391/406/442,        613/691
