   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      大连,         -,     20:22,         -,         -,         -,         -,               -,              -
  2,      金州,     20:47,     20:51,      04分,        25,         0,       9/-,        55/58/63,        81.5/92
  3,    瓦房店,     21:35,     21:38,      03分,        73,         0,    16.5/-,      62.5/65/71,       96.5/109
  4,    大石桥,     23:02,     23:05,      03分,       160,         0,    37.5/-,      83.5/87/95,      125.5/142
  5,      鞍山,     23:49,     23:52,      03分,       207,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      沈阳,     00:53,     01:08,      15分,       271,         0,    54.5/-,   100.5/105/114,      155.5/176
  7,  哈尔滨西,     06:03,     06:28,      25分,       581,         0,     119/-,     207/215/234,        324/365
  8,      大庆,     08:01,     08:03,      02分,       699,         0,   141.5/-,   244.5/254/276,      381.5/430
  9,    大庆西,     08:12,     08:14,      02分,       710,         0,   141.5/-,   244.5/254/276,      381.5/430
 10,      泰康,     08:41,     08:43,      02分,       739,         0,   148.5/-,   254.5/265/288,      398.5/449
 11,  齐齐哈尔,     09:33,     09:33,      00分,       791,         0,   152.5/-,   261.5/272/296,      409.5/462
