   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西宁,         -,     08:20,         -,         -,         -,         -,               -,              -
  2,    平安驿,     08:47,     08:50,      03分,        27,         0,       9/-,        55/58/63,        81.5/92
  3,      乐都,     09:15,     09:18,      03分,        55,         0,       9/-,        55/58/63,        81.5/92
  4,    海石湾,     09:50,     09:54,      04分,        90,         0,    16.5/-,      62.5/65/71,       96.5/109
  5,      兰州,     11:14,     11:29,      15分,       174,         0,    32.5/-,      78.5/82/89,      118.5/134
  6,      定西,     12:49,     12:51,      02分,       269,         0,    50.5/-,    96.5/101/109,      146.5/165
  7,      陇西,     13:43,     13:46,      03分,       323,         0,    62.5/-,   110.5/115/125,      166.5/188
  8,      天水,     15:42,     15:51,      09分,       442,         0,      78/-,     139/145/157,        214/242
  9,      宝鸡,     18:25,     18:31,      06分,       605,         0,      98/-,     171/178/193,        263/297
 10,      西安,     20:10,     20:31,      21分,       710,         0,     115/-,     200/208/226,        312/352
 11,      商洛,     22:55,     23:01,      06分,       875,         0,   138.5/-,   238.5/248/270,      372.5/420
 12,      丹凤,     23:35,     23:39,      04分,       915,         0,   141.5/-,   244.5/254/276,      381.5/430
 13,      西峡,     01:33,     01:37,      04分,      1033,         0,   152.5/-,   261.5/272/296,      409.5/462
 14,      镇平,     02:28,     02:32,      04分,      1088,         0,   163.5/-,   280.5/292/317,      438.5/494
 15,      南阳,     03:21,     03:51,      30分,      1141,         0,   163.5/-,   280.5/292/317,      438.5/494
 16,      桐柏,     05:22,     05:26,      04分,      1262,         0,   177.5/-,   304.5/317/344,      476.5/537
 17,      信阳,     06:33,     06:45,      12分,      1333,         0,   180.5/-,   310.5/323/351,      488.5/551
 18,      罗山,     07:17,     07:20,      03分,      1377,         0,   189.5/-,   322.5/335/364,      504.5/569
 19,      息县,     07:41,     07:44,      03分,      1401,         0,     192/-,     328/341/371,        515/580
 20,      潢川,     08:13,     08:16,      03分,      1433,         0,     192/-,     328/341/371,        515/580
 21,      商城,     08:42,     08:45,      03分,      1462,         0,     198/-,     337/350/381,        530/597
 22,      固始,     09:03,     09:06,      03分,      1483,         0,     198/-,     337/350/381,        530/597
 23,      合肥,     11:25,     11:25,      00分,      1625,         0,     213/-,     363/377/410,        572/645
