   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    嘉峪关,         -,     22:30,         -,         -,         -,         -,               -,              -
  2,      酒泉,     22:49,     22:52,      03分,        19,         0,       9/-,        55/58/63,          80/91
  3,      清水,     23:25,     23:27,      02分,        55,         0,    14.5/-,      60.5/63/69,       90.5/102
  4,      高台,     00:02,     00:05,      03分,        92,         0,    23.5/-,      69.5/73/79,      105.5/119
  5,      临泽,     00:28,     00:31,      03分,       118,         0,    28.5/-,      74.5/78/85,      113.5/128
  6,      张掖,     00:56,     01:02,      06分,       146,         0,    37.5/-,      83.5/87/95,      125.5/142
  7,      山丹,     01:30,     01:32,      02分,       180,         0,    41.5/-,      87.5/91/99,      132.5/150
  8,      金昌,     02:44,     02:47,      03分,       254,         0,    54.5/-,   100.5/105/114,      155.5/176
  9,      武威,     03:32,     03:38,      06分,       302,         0,      69/-,     123/128/139,        186/194
 10,      兰州,     07:11,     07:11,      00分,       521,         0,     102/-,     178/185/201,        274/309
