   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      伊宁,         -,     11:58,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   尼勒克,     12:49,     12:53,       4分,        51,        72,       -/-,  58.5/63.5/66.5,        12.5/-
  3,   精河南,     14:17,     14:54,      37分,       139,       200,       -/-,  75.5/80.5/83.5,        29.5/-
  4,      奎屯,     16:26,     16:38,      12分,       268,       372,       -/-,99.5/104.5/107.5,        53.5/-
  5,   沙湾县,     17:12,     17:19,       7分,       314,       432,       -/-,115.5/119.5/122.5,        64.5/-
  6,   石河子,     17:40,     17:50,      10分,       342,       469,       -/-,     123/126/130,          69/-
  7,乌鲁木齐,     19:55,     20:20,      25分,       477,       594,       -/-,     144/148/154,          81/-
  8,乌鲁木齐南,     20:36,     20:53,      17分,       518,       614,       -/-,     152/156/161,          86/-
  9,吐鲁番北,     22:14,     22:17,       3分,       616,       759,       -/-,     178/184/190,         102/-
 10,   鄯善北,     23:05,     23:08,       3分,       667,       907,       -/-,     207/215/221,         119/-
 11,      哈密,     01:21,     01:46,      25分,       803,      1170,       -/-,254.5/263.5/272.5,       148.5/-
 12,      柳园,     04:42,     04:51,       9分,      1004,      1491,       -/-,304.5/315.5/325.5,       177.5/-
 13,   嘉峪关,     07:43,     07:51,       8分,      1185,      1788,       -/-,     353/365/377,         206/-
 14,      张掖,     10:00,     10:06,       6分,      1322,      2011,       -/-,     381/393/407,         224/-
 15,      金昌,     11:43,     11:46,       3分,      1425,      2181,       -/-,     408/421/436,         240/-
 16,      武威,     12:31,     12:37,       6分,      1473,      2255,       -/-,     414/429/444,         243/-
 17,      兰州,     15:41,     15:56,      15分,      1663,      2558,       -/-,463.5/480.5/496.5,       273.5/-
 18,      陇西,     18:05,     18:11,       6分,      1807,      2760,       -/-,483.5/499.5/516.5,       285.5/-
 19,      天水,     20:07,     20:18,      11分,      1929,      2906,       -/-,507.5/524.5/542.5,       299.5/-
 20,      宝鸡,     22:52,     22:58,       6分,      2094,      3061,       -/-,513.5/531.5/549.5,       302.5/-
 21,      西安,     00:37,     00:49,      12分,      2199,      3234,       -/-,     546/566/585,         323/-
 22,      洛阳,     05:23,     05:26,       3分,      2485,      3621,       -/-,     586/607/628,         348/-
 23,      郑州,     06:51,     07:02,      11分,      2573,      3745,       -/-,     606/628/649,         360/-
 24,      徐州,     10:06,     10:12,       6分,      2768,      4094,       -/-,649.5/671.5/695.5,       385.5/-
 25,      蚌埠,     11:49,     11:53,       4分,      2871,      4258,       -/-,670.5/694.5/718.5,       397.5/-
 26,      南京,     13:53,     14:05,      12分,      2995,      4442,       -/-,694.5/718.5/743.5,       412.5/-
 27,      镇江,     14:41,     14:48,       7分,      3043,      4506,       -/-,694.5/718.5/743.5,       412.5/-
 28,      常州,     15:37,     15:43,       6分,      3099,      4578,       -/-,702.5/726.5/752.5,       416.5/-
 29,      无锡,     16:10,     16:15,       5分,      3132,      4617,       -/-,714.5/739.5/765.5,       423.5/-
 30,      苏州,     16:43,     16:47,       4分,      3165,      4659,       -/-,714.5/739.5/765.5,       423.5/-
 31,      昆山,     17:08,     17:12,       4分,      3190,      4694,       -/-,714.5/739.5/765.5,       423.5/-
 32,      上海,     17:48,         -,           ,      3230,      4716,       -/-,   728.5/802/838,       433.5/-
