   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,齐齐哈尔,         -,     07:22,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   大庆西,     08:23,     08:26,       3分,        61,       162,       -/-,  64.5/69.5/72.5,        18.5/-
  3,      安达,     08:51,     08:53,       2分,        89,       161,       -/-,  70.5/75.5/78.5,        24.5/-
  4,      肇东,     09:29,     09:32,       3分,       127,       269,       -/-,  83.5/88.5/91.5,        37.5/-
  5,哈尔滨西,     10:39,     10:57,      18分,       197,       332,       -/-,  89.5/94.5/97.5,        43.5/-
  6,      扶余,     11:52,     12:02,      10分,       270,       434,       -/-,100.5/105.5/108.5,        54.5/-
  7,      德惠,     12:34,     12:36,       2分,       312,       497,       -/-,115.5/119.5/122.5,        64.5/-
  8,      长春,     13:25,     13:42,      17分,       363,       578,       -/-,     133/138/142,          75/-
  9,   公主岭,     14:20,     14:22,       2分,       418,       640,       -/-,     144/148/154,          81/-
 10,      四平,     14:59,     15:02,       3分,       457,       693,       -/-,     158/164/169,          91/-
 11,      开原,     15:52,     15:54,       2分,       510,       733,       -/-,     171/176/182,          98/-
 12,      铁岭,     16:13,     16:15,       2分,       531,       811,       -/-,     178/184/190,         102/-
 13,   沈阳北,     17:03,     17:13,      10分,       581,       878,       -/-,     194/200/208,         112/-
 14,      辽中,     17:50,     18:12,      22分,       628,       946,       -/-,     207/215/221,         119/-
 15,   盘锦北,     20:00,     20:15,      15分,       758,      1032,       -/-,222.5/230.5/237.5,       128.5/-
 16,葫芦岛北,     21:10,     21:19,       9分,       828,      1144,       -/-,238.5/246.5/255.5,       138.5/-
 17,   绥中北,     21:54,     21:56,       2分,       872,      1203,       -/-,254.5/263.5/272.5,       148.5/-
 18,   秦皇岛,     23:02,     23:07,       5分,       940,      1282,       -/-,261.5/270.5/279.5,       152.5/-
 19,      昌黎,     23:42,     23:45,       3分,       980,      1332,       -/-,270.5/279.5/288.5,       156.5/-
 20,      滦县,     00:12,     00:14,       2分,      1010,      1329,       -/-,280.5/289.5/299.5,       163.5/-
 21,      唐山,     01:05,     01:09,       4分,      1063,      1444,       -/-,288.5/298.5/307.5,       168.5/-
 22,      天津,     02:34,     02:42,       8分,      1152,      1567,       -/-,310.5/321.5/331.5,       180.5/-
 23,      泰山,     06:38,     06:40,       2分,      1396,      1997,       -/-,     370/383/397,         217/-
 24,      兖州,     07:32,     07:35,       3分,      1450,      2080,       -/-,     389/403/416,         229/-
 25,      滕州,     08:09,     08:11,       2分,      1487,      2141,       -/-,     399/414/428,         236/-
 26,      徐州,     09:21,     09:32,      11分,      1559,      2243,       -/-,     426/441/456,         251/-
 27,      宿州,     10:14,     10:17,       3分,      1612,      1942,       -/-,     426/469/490,         251/-
 28,      蚌埠,     11:08,     11:13,       5分,      1666,      2407,       -/-,434.5/477.5/498.5,       254.5/-
 29,      合肥,     13:03,         -,           ,      1781,      2494,       -/-,455.5/498.5/519.5,       268.5/-
