   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,   北京西,         -,     22:08,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      保定,     23:28,     23:34,       6分,        80,       146,       -/-,  69.5/74.5/77.5,        23.5/-
  3,   石家庄,     00:53,     00:59,       6分,       165,       281,       -/-,  89.5/94.5/97.5,        43.5/-
  4,      邯郸,     02:24,     02:28,       4分,       256,       442,       -/-,115.5/119.5/122.5,        64.5/-
  5,      郑州,     04:50,     04:56,       6分,       402,       689,       -/-,     163/168/174,          93/-
  6,      许昌,     05:42,     05:45,       3分,       452,       775,       -/-,     178/184/190,         102/-
  7,      漯河,     06:20,     06:23,       3分,       490,       829,       -/-,     194/200/208,         112/-
  8,   驻马店,     06:59,     07:02,       3分,       531,       895,       -/-,     200/206/214,         115/-
  9,      信阳,     07:57,     08:00,       3分,       587,       991,       -/-,222.5/230.5/237.5,       128.5/-
 10,      武昌,     10:19,     10:41,      22分,       731,      1225,       -/-,261.5/270.5/279.5,       152.5/-
 11,      长沙,     14:03,     14:18,      15分,       955,      1587,       -/-,322.5/333.5/343.5,       189.5/-
 12,      衡阳,     16:12,     16:26,      14分,      1084,      1773,       -/-,     343/355/367,         201/-
 13,      永州,     17:55,     18:12,      17分,      1187,      1909,       -/-,     370/383/397,         217/-
 14,      零陵,     18:35,     18:39,       4分,      1227,      1935,       -/-,     370/383/397,         217/-
 15,      道州,     19:33,     19:38,       5分,      1285,      2021,       -/-,     389/403/416,         229/-
 16,      江永,     19:56,     20:00,       4分,      1308,      2043,       -/-,     389/403/416,         229/-
 17,      江华,     20:17,     20:26,       9分,      1329,      2065,       -/-,     389/403/416,         229/-
 18,      贺州,     21:24,     21:44,      20分,      1396,      2161,       -/-,     408/421/436,         240/-
 19,      梧州,     23:06,     23:11,       5分,      1498,      2296,       -/-,     426/441/456,         251/-
 20,      玉林,     00:56,     01:07,      11分,      1608,      2475,       -/-,446.5/462.5/477.5,       263.5/-
 21,      贵港,     02:08,     02:13,       5分,      1680,      2564,       -/-,463.5/480.5/496.5,       273.5/-
 22,      南宁,     05:10,         -,           ,      1862,      2738,       -/-,483.5/499.5/516.5,       285.5/-
