   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      昆明,         -,     19:48,         -,         -,         -,         -,               -,              -
  2,      石林,     21:33,     21:36,      03分,       105,         0,    18.5/-,      64.5/67/73,       97.5/110
  3,      师宗,     22:33,     22:37,      04分,       165,         0,    28.5/-,      74.5/78/85,      113.5/128
  4,      罗平,     23:30,     23:33,      03分,       222,         0,    37.5/-,      83.5/87/95,      125.5/142
  5,      威舍,     00:36,     00:45,      09分,       288,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      兴义,     01:23,     01:29,      06分,       335,         0,    51.5/-,    97.5/102/110,      149.5/169
  7,      百色,     05:22,     05:40,      18分,       574,         0,      81/-,     144/150/163,        222/251
  8,      南宁,     08:30,     08:50,      20分,       762,         0,     105/-,     184/191/208,        285/321
  9,      来宾,     11:08,     11:13,      05分,       920,         0,   128.5/-,   222.5/231/252,      348.5/393
 10,      柳州,     12:34,     12:41,      07分,      1006,         0,   138.5/-,   238.5/248/270,      372.5/420
 11,    桂林北,     14:57,     15:12,      15分,      1149,         0,   152.5/-,   261.5/272/296,      409.5/462
 12,    兴安北,     15:45,     15:50,      05分,      1197,         0,   156.5/-,   268.5/279/303,      422.5/476
 13,    全州南,     16:38,     16:42,      04分,      1250,         0,   163.5/-,   280.5/292/317,      438.5/494
 14,    东安东,     17:44,     17:49,      05分,      1316,         0,   173.5/-,   296.5/308/335,      464.5/524
 15,      永州,     18:12,     18:18,      06分,      1344,         0,   173.5/-,   296.5/308/335,      464.5/524
 16,      祁阳,     18:41,     18:46,      05分,      1373,         0,   177.5/-,   304.5/317/344,      476.5/537
 17,      祁东,     19:05,     19:10,      05分,      1397,         0,   177.5/-,   304.5/317/344,      476.5/537
 18,      衡阳,     20:26,     20:47,      21分,      1478,         0,   189.5/-,   322.5/335/364,      504.5/569
 19,      安仁,     21:49,     21:52,      03分,      1561,         0,     192/-,     328/341/371,        515/580
 20,    茶陵南,     22:15,     22:18,      03分,      1587,         0,     198/-,     337/350/381,        530/597
 21,      炎陵,     22:46,     22:49,      03分,      1618,         0,     201/-,     343/357/387,        542/611
 22,    井冈山,     23:27,     23:35,      08分,      1659,         0,     206/-,     353/367/399,        556/627
 23,      鹰潭,     03:36,     03:48,      12分,      1908,         0,       0/-,           0/0/0,            0/0
 24,      金华,     07:31,     07:37,      06分,      2143,         0,   268.5/-,   455.5/473/514,      718.5/810
 25,      义乌,     08:06,     08:09,      03分,      2178,         0,   273.5/-,   463.5/482/523,      734.5/828
 26,    杭州东,     09:19,     09:25,      06分,      2251,         0,   285.5/-,   483.5/502/546,      761.5/858
 27,      海宁,     09:58,     10:01,      03分,      2290,         0,   285.5/-,   483.5/502/546,      761.5/858
 28,      嘉兴,     10:25,     10:28,      03分,      2317,         0,   290.5/-,   491.5/511/555,      775.5/874
 29,    上海南,     11:34,     11:34,      00分,      2386,         0,   293.5/-,   497.5/517/562,      786.5/886
