   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      南宁,         -,     12:10,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      贵港,     14:16,     14:21,       5分,       126,       174,       -/-,           -/-/-,           -/-
  3,      玉林,     15:29,     15:40,      11分,       199,       263,       -/-,           -/-/-,           -/-
  4,      梧州,     17:30,     17:36,       6分,       320,       442,       -/-,           -/-/-,           -/-
  5,      贺州,     19:03,     19:11,       8分,       413,       577,       -/-,           -/-/-,           -/-
  6,      江华,     20:14,     20:20,       6分,       484,       717,       -/-,           -/-/-,           -/-
  7,      永州,     22:05,     22:20,      15分,       595,       829,       -/-,           -/-/-,           -/-
  8,      衡阳,     23:40,     23:46,       6分,       690,       965,       -/-,           -/-/-,           -/-
  9,      长沙,     01:46,     01:52,       6分,       816,      1151,       -/-,254.5/263.5/272.5,       148.5/-
 10,      武昌,     05:30,     05:50,      20分,      1040,      1513,       -/-,310.5/321.5/331.5,       180.5/-
 11,      许昌,     10:10,     10:27,      17分,      1320,      1963,       -/-,           -/-/-,           -/-
 12,      郑州,     11:17,     11:25,       8分,      1387,      2049,       -/-,     389/403/416,         229/-
 13,   石家庄,     15:11,     15:17,       6分,      1621,      2457,       -/-,446.5/462.5/477.5,       263.5/-
 14,      保定,     16:30,     16:34,       4分,      1700,      2592,       -/-,           -/-/-,           -/-
 15,   北京西,     18:05,         -,           ,      1795,      2738,       -/-,483.5/499.5/516.5,       285.5/-
