   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      北京,         -,     19:40,         -,         -,         -,         -,               -,              -
  2,    天津西,     21:06,     21:10,      04分,        86,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,      沧州,     22:07,     22:10,      03分,       147,         0,    41.5/-,      87.5/91/99,      132.5/150
  4,      德州,     23:16,     23:19,      03分,       216,         0,    53.5/-,    99.5/104/113,      152.5/172
  5,      徐州,     03:18,     03:30,      12分,       458,         0,     105/-,     184/191/208,        285/321
  6,      新沂,     04:38,     04:41,      03分,       538,         0,     119/-,     207/215/234,        324/365
  7,      沭阳,     05:17,     05:20,      03分,       577,         0,     124/-,     215/224/243,        336/379
  8,      淮安,     06:00,     06:03,      03分,       620,         0,   135.5/-,   232.5/242/263,      360.5/406
  9,      阜宁,     06:48,     06:51,      03分,       668,         0,   138.5/-,   238.5/248/270,      372.5/420
 10,      盐城,     07:34,     07:38,      04分,       714,         0,   148.5/-,   254.5/265/288,      398.5/449
 11,      泰州,     09:20,     09:20,      00分,       820,         0,   163.5/-, 280.5/292/299.5,      438.5/494
