   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      深圳,         -,     07:35,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   东莞东,     08:17,     08:23,       6分,        42,        61,       -/-,  58.5/63.5/66.5,        12.5/-
  3,      惠州,     09:05,     09:10,       5分,        90,       115,       -/-,  64.5/69.5/72.5,        18.5/-
  4,      河源,     10:01,     10:04,       3分,       146,       195,       -/-,  75.5/80.5/83.5,        29.5/-
  5,      龙川,     10:59,     11:05,       6分,       204,       270,       -/-,  87.5/92.5/95.5,        41.5/-
  6,      赣州,     13:38,     13:57,      19分,       363,       511,       -/-,     129/132/136,          72/-
  7,      吉安,     15:48,     15:51,       3分,       493,       697,       -/-,     163/168/174,          93/-
  8,   南昌西,     17:55,     18:06,      11分,       620,       923,       -/-,     207/215/221,         119/-
  9,      九江,     19:18,     19:33,      15分,       703,      1065,       -/-,238.5/246.5/255.5,       138.5/-
 10,      麻城,     21:38,     21:41,       3分,       843,      1288,       -/-,270.5/279.5/288.5,       156.5/-
 11,      潢川,     22:47,     22:50,       3分,       912,      1408,       -/-,296.5/306.5/317.5,       173.5/-
 12,      阜阳,     23:53,     00:07,      14分,       978,      1524,       -/-,310.5/321.5/331.5,       180.5/-
 13,   商丘南,     01:40,     01:42,       2分,      1085,      1692,       -/-,     337/349/361,         198/-
 14,      菏泽,     02:41,     02:47,       6分,      1146,      1797,       -/-,     353/365/377,         206/-
 15,      济宁,     03:53,     03:56,       3分,      1218,      1904,       -/-,     370/383/397,         217/-
 16,      兖州,     04:25,     04:46,      21分,      1250,      1936,       -/-,     370/383/397,         217/-
 17,      泰山,     05:38,     05:40,       2分,      1323,      2019,       -/-,     381/393/407,         224/-
 18,      济南,     06:35,     06:45,      10分,      1380,      2092,       -/-,     399/414/428,         236/-
 19,      淄博,     08:07,     08:10,       3分,      1472,      2202,       -/-,     414/429/444,         243/-
 20,   青州市,     08:33,     08:36,       3分,      1498,      2245,       -/-,     414/429/444,         243/-
 21,      潍坊,     09:04,     09:07,       3分,      1529,      2302,       -/-,     426/441/456,         251/-
 22,      高密,     09:44,     09:49,       5分,      1569,      2387,       -/-,434.5/449.5/464.5,       254.5/-
 23,   青岛北,     10:33,     10:38,       5分,      1618,      2470,       -/-,446.5/462.5/477.5,       263.5/-
 24,      青岛,     11:01,         -,           ,      1646,      2485,       -/-,   455.5/502/524,       268.5/-
