   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      长沙,         -,     10:46,         -,         -,         -,         -,               -,              -
  2,      株洲,     11:25,     11:54,      29分,        39,         0,      11/-,           -/-/-,            -/-
  3,      湘潭,     12:21,     12:26,      05分,        95,         0,    12.5/-,           -/-/-,            -/-
  4,      湘乡,     12:54,     12:58,      04分,       128,         0,    18.5/-,           -/-/-,            -/-
  5,      娄底,     13:40,     13:46,      06分,       174,         0,    28.5/-,           -/-/-,            -/-
  6,      涟源,     14:22,     14:34,      12分,       216,         0,    32.5/-,           -/-/-,            -/-
  7,      新化,     15:13,     15:17,      04分,       267,         0,    41.5/-,           -/-/-,            -/-
  8,      安化,     15:51,     15:54,      03分,       305,         0,    46.5/-,           -/-/-,            -/-
  9,      溆浦,     16:51,     16:54,      03分,       365,         0,    54.5/-,           -/-/-,            -/-
 10,      辰溪,     17:30,     17:33,      03分,       404,         0,    64.5/-,           -/-/-,            -/-
 11,      怀化,     18:25,     18:25,      00分,       459,         0,      72/-,           -/-/-,            -/-
