   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      汉口,         -,     16:56,         -,         -,         -,         -,               -,              -
  2,      孝感,     17:37,     17:40,      03分,        41,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,      信阳,     19:08,     19:13,      05分,       132,         0,    32.5/-,      78.5/82/89,      118.5/134
  4,    驻马店,     20:10,     20:15,      05分,       194,         0,    46.5/-,     92.5/97/105,      140.5/159
  5,      西平,     20:42,     20:45,      03分,       226,         0,    51.5/-,    97.5/102/110,      149.5/169
  6,      漯河,     21:03,     21:08,      05分,       247,         0,    53.5/-,    99.5/104/113,      152.5/172
  7,      许昌,     21:44,     21:46,      02分,       288,         0,    62.5/-,   110.5/115/125,      166.5/188
  8,      郑州,     22:36,     22:47,      11分,       340,         0,      72/-,     129/134/146,        197/222
  9,      洛阳,     00:14,     00:17,      03分,       438,         0,      86/-,     152/158/172,        233/263
 10,    三门峡,     01:45,     01:48,      03分,       529,         0,     102/-,     178/185/201,        274/309
 11,      西安,     05:02,     05:10,      08分,       726,         0,   135.5/-,   232.5/242/263,      360.5/406
 12,      宝鸡,     06:51,     06:57,      06分,       835,         0,   148.5/-,   254.5/265/288,      398.5/449
 13,      天水,     08:34,     08:42,      08分,       938,         0,   168.5/-,   288.5/300/326,      450.5/508
 14,      兰州,     12:31,     12:47,      16分,      1175,         0,     198/-,     337/350/381,        530/597
 15,      武威,     15:49,     15:55,      06分,      1373,         0,     224/-,     381/396/430,        598/674
 16,      金昌,     16:32,     16:34,      02分,      1416,         0,     229/-,     389/404/439,        613/691
 17,      张掖,     18:15,     18:22,      07分,      1519,         0,     243/-,     414/430/468,        654/737
 18,      清水,     19:36,     19:40,      04分,      1600,         0,   254.5/-,   434.5/452/491,      687.5/775
 19,    嘉峪关,     20:35,     20:43,      08分,      1659,         0,   263.5/-,   446.5/464/504,      704.5/794
 20,      柳园,     23:35,     23:45,      10分,      1839,         0,   290.5/-,   491.5/511/555,      775.5/874
 21,      哈密,     02:40,     02:58,      18分,      2024,         0,   313.5/-,   529.5/550/598,      834.5/940
 22,    鄯善北,     05:12,     05:15,      03分,      2176,         0,     328/-,     554/576/626,        879/990
 23,  吐鲁番北,     06:02,     06:05,      03分,      2226,         0,     341/-,     576/598/650,       911/1026
 24,乌鲁木齐南,     07:29,     07:46,      17分,      2313,         0,     352/-,     595/618/672,       940/1059
 25,  乌鲁木齐,     08:04,     08:04,      00分,      2348,         0,     352/-,     595/618/672,       940/1059
