   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      大连,         -,     12:12,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      金州,     12:37,     12:40,      03分,        25,         0,       9/-,        55/58/63,        81.5/92
  3,    瓦房店,     13:24,     13:28,      04分,        72,         0,    16.5/-,      62.5/65/71,       96.5/109
  4,    熊岳城,     14:14,     14:16,      02分,       122,         0,    28.5/-,      74.5/78/85,      112.5/127
  5,      盖州,     14:34,     14:36,      02分,       142,         0,    32.5/-,      78.5/82/89,      118.5/134
  6,    大石桥,     15:02,     15:05,      03分,       170,         0,    37.5/-,      83.5/87/95,      125.5/142
  7,      盘锦,     16:00,     16:03,      03分,       228,         0,    51.5/-,    97.5/102/110,      149.5/169
  8,    锦州南,     17:01,     17:17,      16分,       289,         0,    64.5/-,   115.5/120/131,      175.5/198
  9,  葫芦岛北,     17:41,     17:55,      14分,       329,         0,      69/-,     123/128/139,        186/210
 10,    山海关,     19:09,     19:15,      06分,       417,         0,      86/-,     152/158/172,        233/263
 11,      济南,     02:21,     02:36,      15分,       849,         0,   156.5/-,   268.5/279/303,      422.5/476
 12,      徐州,     05:47,     06:16,      29分,      1055,         0,   189.5/-,   322.5/335/364,      504.5/569
 13,      蚌埠,     07:46,     07:50,      04分,      1174,         0,     201/-,     343/357/387,        542/611
 14,      南京,     09:34,     09:40,      06分,      1282,         0,     217/-,     370/385/418,        585/659
 15,      苏州,     11:45,     11:49,      04分,      1413,         0,     240/-,     408/424/461,        640/721
 16,      上海,     12:43,     12:43,      00分,      1471,         0,     243/-,     414/430/468,        654/737
 17,   北戴河,     19:48,     19:51,      03分,       456,         0,     244/-,     415/431/469,       655/738
 18,      唐山,     21:16,     21:19,      03分,       544,         0,     245/-,     416/432/470,       656/739
 19,      天津,     22:37,     22:46,      09分,       625,         0,     246/-,     417/433/471,       657/740
