   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     14:22,         -,         -,         -,         -,               -,              -
  2,      保定,     15:42,     15:48,      06分,        80,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,  石家庄北,     17:14,     17:28,      14分,       172,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      太原,     19:49,     20:12,      23分,       327,         0,       0/-,           0/0/0,            0/0
  5,      汾阳,     21:17,     21:21,      04分,       415,         0,      86/-,     152/158/172,        233/263
  6,      吕梁,     22:02,     22:10,      08分,       460,         0,      93/-,     163/170/174,        251/283
  7,      吴堡,     22:41,     22:45,      04分,       499,         0,     102/-,     178/185/201,        274/309
  8,      绥德,     23:10,     23:41,      31分,       528,         0,     105/-,     184/191/208,        285/321
  9,    清涧县,     00:20,     00:23,      03分,       598,         0,     112/-,     194/202/219,        301/339
 10,      子长,     00:41,     00:44,      03分,       619,         0,     115/-,     200/208/226,        312/352
 11,      延安,     01:40,     01:46,      06分,       678,         0,     124/-,     215/224/230,        336/379
 12,      西安,     05:16,     05:16,      00分,       894,         0,   156.5/-,   268.5/279/303,      422.5/476
