   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     19:30,         -,         -,         -,         -,               -,              -
  2,    韶关东,     21:46,     21:50,      04分,       136,         0,    37.5/-,      83.5/87/95,      120.5/136
  3,      郴州,     23:25,     23:34,      09分,       235,         0,    53.5/-,    99.5/104/113,      195.5/221
  4,      衡阳,     01:14,     01:17,      03分,       344,         0,      75/-,     133/139/151,        255/288
  5,      长沙,     03:13,     03:20,      07分,       463,         0,      98/-,     171/178/193,        307/346
  6,      武昌,     06:47,     07:02,      15分,       677,         0,   138.5/-,   238.5/248/270,      425.5/480
  7,      信阳,     09:23,     09:26,      03分,       833,         0,   163.5/-,   280.5/292/317,      500.5/564
  8,      郑州,     12:13,     12:21,      08分,      1003,         0,     192/-,     328/341/371,        574/647
  9,      安阳,     14:06,     14:08,      02分,      1116,         0,     206/-,     353/367/399,        628/708
 10,      邯郸,     14:41,     15:01,      20分,      1151,         0,     213/-,     363/377/410,        640/721
 11,  石家庄北,     16:52,     16:58,      06分,      1282,         0,     229/-,     389/404/439,        682/769
 12,      衡水,     18:27,     18:37,      10分,      1377,         0,     240/-,     408/424/461,        724/816
 13,      吴桥,     20:01,     20:04,      03分,      1471,         0,     243/-,     414/430/468,        737/830
 14,      天津,     22:08,     22:08,      00分,      1598,         0,   263.5/-,   446.5/464/504,      791.5/892
