   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      汕头,         -,     12:20,         -,         -,         -,         -,               -,              -
  2,      潮州,     12:50,     12:54,      04分,        30,         0,     9.5/-,      23.5/25/27,        30.5/35
  3,      揭阳,     13:14,     13:19,      05分,        54,         0,    17.5/-,      35.5/37/41,        49.5/56
  4,      丰顺,     13:41,     13:43,      02分,        81,         0,    22.5/-,      44.5/47/51,        63.5/72
  5,      兴宁,     14:56,     15:00,      04分,       156,         0,    34.5/-,      64.5/67/73,       93.5/106
  6,      龙川,     15:53,     16:06,      13分,       213,         0,    39.5/-,      73.5/77/83,      107.5/122
  7,      河源,     17:02,     17:05,      03分,       282,         0,    55.5/-,    97.5/102/110,      146.5/165
  8,      惠州,     17:59,     18:02,      03分,       339,         0,    62.5/-,   108.5/113/118,      165.5/187
  9,    东莞东,     18:47,     18:50,      03分,       387,         0,    69.5/-,   122.5/128/139,      183.5/207
 10,    广州东,     19:46,     19:46,      00分,       446,         0,      91/-,     156/162/176,        236/266
