   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      汉口,         -,     15:03,         -,         -,         -,         -,               -,              -
  2,      麻城,     16:18,     16:21,      03分,        75,         0,    16.5/-,      62.5/65/71,       96.5/109
  3,      新县,     16:57,     16:59,      02分,       114,         0,    24.5/-,      70.5/74/80,      108.5/123
  4,      潢川,     17:33,     17:35,      02分,       150,         0,    37.5/-,      83.5/87/95,      125.5/142
  5,      淮滨,     18:04,     18:06,      02分,       181,         0,    41.5/-,      87.5/91/99,      132.5/150
  6,      阜阳,     18:42,     18:55,      13分,       219,         0,    51.5/-,    97.5/102/110,      149.5/169
  7,    商丘南,     20:55,     20:58,      03分,       352,         0,      72/-,     129/134/146,        197/204
  8,      菏泽,     21:58,     22:01,      03分,       415,         0,      86/-,     152/158/172,        233/263
  9,      聊城,     23:18,     23:23,      05分,       495,         0,     102/-,     178/185/201,        274/309
 10,      衡水,     00:53,     01:03,      10分,       590,         0,     119/-,     207/215/234,        324/365
 11,      天津,     03:58,     04:09,      11分,       775,         0,   148.5/-,   254.5/265/288,      398.5/449
 12,      唐山,     05:29,     05:33,      04分,       866,         0,   163.5/-,   280.5/292/317,      438.5/494
 13,      滦县,     06:16,     06:19,      03分,       913,         0,   168.5/-,   288.5/300/326,      450.5/508
 14,    秦皇岛,     07:10,     07:25,      15分,       967,         0,   177.5/-, 304.5/315.5/344,      476.5/537
 15,    山海关,     07:47,     07:53,      06分,      1004,         0,   177.5/-,   304.5/317/344,      476.5/537
 16,    葫芦岛,     09:11,     09:14,      03分,      1088,         0,     192/-,     328/341/371,        515/580
 17,      锦州,     09:51,     09:59,      08分,      1128,         0,     198/-,     337/350/381,        530/597
 18,    沟帮子,     10:39,     10:41,      02分,      1176,         0,     201/-,     343/357/387,        542/611
 19,    沈阳北,     12:27,     12:34,      07分,      1284,         0,     217/-,     370/385/418,        585/659
 20,      铁岭,     13:09,     13:11,      02分,      1326,         0,     224/-,     381/396/430,        598/674
 21,      长春,     15:22,     15:44,      22分,      1459,         0,     243/-,     414/430/468,        654/737
 22,      德惠,     16:31,     16:33,      02分,      1528,         0,     251/-,     426/443/481,        673/758
 23,    陶赖昭,     16:57,     17:06,      09分,      1554,         0,     251/-,     426/443/481,        673/758
 24,      扶余,     17:23,     17:25,      02分,      1580,         0,   254.5/-,   434.5/452/491,      687.5/775
 25,  哈尔滨西,     18:24,     18:24,      00分,      1641,         0,   263.5/-,   446.5/464/504,      704.5/794
