   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西宁,         -,     12:05,         -,         -,         -,         -,               -,              -
  2,      乐都,     12:54,     12:57,      03分,        49,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,    海石湾,     13:23,     13:27,      04分,        78,         0,    16.5/-,      62.5/65/71,       96.5/109
  4,      兰州,     14:47,     15:07,      20分,       162,         0,    32.5/-,      78.5/82/89,      118.5/134
  5,    白银西,     16:42,     16:50,      08分,       277,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      中卫,     20:25,     20:38,      13分,       500,         0,      75/-,     133/139/151,        205/231
  7,      定边,     23:15,     23:35,      20分,       670,         0,     102/-,     178/185/201,        274/309
  8,      靖边,     00:33,     00:39,      06分,      -692,         0,     112/-,     194/202/219,        301/339
  9,      绥德,     01:55,     02:00,      05分,      -610,         0,   128.5/-,   222.5/231/252,      348.5/393
 10,      吕梁,     02:56,     03:00,      04分,      -549,         0,   138.5/-,   238.5/248/270,      372.5/420
 11,      太原,     04:42,     04:48,      06分,      -443,         0,       0/-,           0/0/0,            0/0
 12,  石家庄北,     06:39,     06:45,      06分,      -326,         0,   177.5/-, 304.5/315.5/344,      476.5/537
 13,      保定,     08:00,     08:04,      04分,      1195,         0,     192/-,     328/341/371,        515/580
 14,    北京西,     09:35,     09:35,      00分,      1290,         0,     206/-,     353/367/399,        556/627
