   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      青岛,         -,     16:57,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,   胶州北,     17:42,     17:59,      17分,        45,        63,       -/-,  58.5/63.5/66.5,        12.5/-
  3,      高密,     18:16,     18:18,       2分,        79,        98,       -/-,  61.5/66.5/69.5,        15.5/-
  4,      潍坊,     18:55,     18:58,       3分,       118,       183,       -/-,  74.5/79.5/82.5,        28.5/-
  5,   青州市,     19:26,     19:29,       3分,       149,       240,       -/-,  83.5/88.5/91.5,        37.5/-
  6,      淄博,     19:52,     19:56,       4分,       179,       283,       -/-,  89.5/94.5/97.5,        43.5/-
  7,      济南,     21:04,     21:23,      19分,       247,       393,       -/-,100.5/105.5/108.5,        54.5/-
  8,      泰山,     22:09,     22:17,       8分,       312,       466,       -/-,     123/126/130,          69/-
  9,      兖州,     23:15,     23:38,      23分,       378,       549,       -/-,     133/138/142,          75/-
 10,      济宁,     00:01,     00:10,       9分,       424,       581,       -/-,     144/148/154,          81/-
 11,      菏泽,     01:21,     01:31,      10分,       504,       688,       -/-,     163/168/174,          93/-
 12,   商丘南,     02:38,     02:42,       4分,       585,       793,       -/-,     184/190/196,         105/-
 13,      阜阳,     04:13,     04:28,      15分,       676,       961,       -/-,     215/223/230,         124/-
 14,      潢川,     05:33,     05:39,       6分,       756,      1077,       -/-,238.5/246.5/255.5,       138.5/-
 15,      麻城,     06:45,     06:56,      11分,       828,      1197,       -/-,254.5/263.5/272.5,       148.5/-
 16,      九江,     09:02,     09:06,       4分,       965,      1420,       -/-,296.5/306.5/317.5,       173.5/-
 17,   南昌西,     10:17,     10:29,      12分,      1040,      1562,       -/-,           -/-/-,           -/-
 18,      吉安,     12:35,     12:41,       6分,      1178,      1788,       -/-,     353/365/377,         206/-
 19,      赣州,     14:30,     14:50,      20分,      1293,      1974,       -/-,     381/393/407,         224/-
 20,      龙川,     17:27,     17:31,       4分,      1470,      2215,       -/-,     414/429/444,         243/-
 21,      河源,     18:21,     18:25,       4分,      1524,      2290,       -/-,     426/441/456,         251/-
 22,      惠州,     19:21,     19:25,       4分,      1584,      2370,       -/-,434.5/449.5/464.5,       254.5/-
 23,   东莞东,     20:09,     20:13,       4分,      1632,      2424,       -/-,446.5/462.5/477.5,       263.5/-
 24,      深圳,     20:50,         -,           ,      1673,      2485,       -/-,455.5/472.5/487.5,       268.5/-
