   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     14:16,         -,         -,         -,         -,               -,              -
  2,      保定,     15:36,     15:42,      06分,        80,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,    石家庄,     17:01,     17:12,      11分,       165,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      邢台,     18:07,     18:10,      03分,       231,         0,    54.5/-,   100.5/105/114,      155.5/176
  5,      安阳,     19:27,     19:30,      03分,       311,         0,      72/-,     129/134/146,        197/222
  6,      鹤壁,     19:56,     19:59,      03分,       340,         0,      75/-,     133/139/151,        205/231
  7,      新乡,     20:33,     20:36,      03分,       377,         0,      81/-,     144/150/163,        222/251
  8,      郑州,     21:26,     21:36,      10分,       430,         0,      93/-,     163/170/184,        251/283
  9,      漯河,     22:54,     22:57,      03分,       518,         0,     112/-,     194/202/219,        301/339
 10,      信阳,     00:25,     00:46,      21分,       609,         0,   128.5/-,   222.5/231/252,      348.5/393
 11,      武昌,     03:06,     03:26,      20分,       770,         0,   152.5/-, 261.5/272/279.5,      409.5/462
 12,      黄石,     04:36,     04:38,      02分,       860,         0,   163.5/-, 280.5/292/299.5,      438.5/494
 13,      阳新,     05:05,     05:08,      03分,       889,         0,   168.5/-, 288.5/300/307.5,      450.5/508
 14,      瑞昌,     05:44,     05:47,      03分,       928,         0,   173.5/-,   296.5/308/335,      464.5/524
 15,      南昌,     07:03,     07:03,      00分,      1007,         0,   189.5/-,   322.5/335/364,      504.5/569
