   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      济南,         -,     17:19,         -,         -,         -,         -,               -,              -
  2,      泰山,     18:11,     18:14,      03分,        52,         0,       0/-,           0/0/0,            0/0
  3,      兖州,     19:09,     19:38,      29分,       110,         0,    23.5/-,      69.5/73/79,      105.5/119
  4,      济宁,     20:01,     20:08,      07分,       162,         0,    28.5/-,      74.5/78/85,      113.5/128
  5,      菏泽,     21:19,     21:32,      13分,       240,         0,    43.5/-,     89.5/93/101,      135.5/153
  6,    商丘南,     22:33,     22:35,      02分,       314,         0,    54.5/-,   100.5/105/114,      155.5/176
  7,      阜阳,     00:06,     00:19,      13分,       407,         0,      78/-,     139/145/157,        214/242
  8,      麻城,     02:27,     02:30,      03分,       548,         0,     105/-,     184/191/208,        285/321
  9,      武昌,     04:03,     04:24,      21分,       644,         0,     119/-,     207/215/234,        324/365
 10,      岳阳,     06:47,     06:50,      03分,       808,         0,   141.5/-,   244.5/254/276,      381.5/430
 11,      长沙,     08:13,     08:19,      06分,       894,         0,   156.5/-,   268.5/279/303,      422.5/476
 12,      株洲,     08:55,     08:57,      02分,       936,         0,   163.5/-,   280.5/292/317,      438.5/494
 13,      衡阳,     10:18,     10:22,      04分,      1019,         0,   177.5/-,   304.5/317/344,      476.5/537
 14,      郴州,     12:01,     12:05,      04分,      1122,         0,     192/-,     328/341/371,        515/580
 15,    韶关东,     13:42,     13:47,      05分,      1223,         0,     201/-,     343/357/387,        590/665
 16,      广州,     16:14,     16:14,      00分,      1375,         0,     224/-,     381/396/430,        682/769
